State,City,Zip,Utility,People served,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit,Units,Contaminant_Factor
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Arsenic,3.97,0.004,10,ppb,992.5
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Bromodichloromethane,7.67,0.06,0,ppb,127.83333333333334
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Chloroform,9.53,0.4,0,ppb,23.824999999999996
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Dibromoacetic acid,1.24,0.04,0,ppb,31.0
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Dibromochloromethane,5.47,0.1,0,ppb,54.699999999999996
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Dichloroacetic acid,2.38,0.2,0,ppb,11.899999999999999
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Haloacetic acids (HAA5)†,5.47,0.1,60,ppb,54.699999999999996
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Total trihalomethanes (TTHMs)†,23.4,0.15,80,ppb,156.0
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Trichloroacetic acid,1.73,0.1,0,ppb,17.299999999999997
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Aluminum,100.0,600.0,0,ppb,0.16666666666666666
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Barium,23.8,700.0,2000,ppb,0.034
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Bromoform,0.717,0.5,0,ppb,1.434
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Cadmium,0.0433,0.04,5,ppb,1.0825
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Manganese,18.0,100.0,0,ppb,0.18
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Monobromoacetic acid,0.112,25.0,0,ppb,0.0044800000000000005
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Nitrate,0.0125,0.14,10,ppm,0.08928571428571429
WI,Oostburg,53001.0,Oostburg Waterworks,2942,Uranium,0.18,0.43,20,pCi/L,0.41860465116279066
WI,Plymouth,53001.0,Plymouth Utilities,8477,Arsenic,0.696,0.004,10,ppb,173.99999999999997
WI,Plymouth,53001.0,Plymouth Utilities,8477,Bromodichloromethane,1.99,0.06,0,ppb,33.166666666666664
WI,Plymouth,53001.0,Plymouth Utilities,8477,Chloroform,4.1,0.4,0,ppb,10.249999999999998
WI,Plymouth,53001.0,Plymouth Utilities,8477,Dibromoacetic acid,0.157,0.04,0,ppb,3.925
