State,City,Zip,Utility,People served,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit,Units,Contaminant_Factor
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Radium combined (-226 &amp; -228),0.51,0.05,5,pCi/L,10.2
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Total trihalomethanes (TTHMs)†,13.2,0.15,80,ppb,88.0
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Trichloroacetic acid,0.592,0.1,0,ppb,5.919999999999999
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Aluminum,5.88,600.0,0,ppb,0.0098
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Atrazine,0.00333,0.1,3,ppb,0.033299999999999996
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Barium,29.2,700.0,2000,ppb,0.04171428571428571
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Bromoform,0.655,0.5,0,ppb,1.31
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Dichloroacetic acid,0.4,0.2,0,ppb,2.0
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Manganese,0.415,100.0,0,ppb,0.00415
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Monochloroacetic acid,1.18,53.0,0,ppb,0.022264150943396226
WI,New Holstein WI,53079.0,New Holstein Waterworks,3213,Uranium,0.55,0.43,20,pCi/L,1.2790697674418605
WI,Brillion,53088.0,Brillion Waterworks,3148,Arsenic,0.542,0.004,10,ppb,135.5
WI,Brillion,53088.0,Brillion Waterworks,3148,Bromodichloromethane,2.96,0.06,0,ppb,49.333333333333336
WI,Brillion,53088.0,Brillion Waterworks,3148,Chloroform,5.57,0.4,0,ppb,13.925
WI,Brillion,53088.0,Brillion Waterworks,3148,Dibromoacetic acid,0.605,0.04,0,ppb,15.125
WI,Brillion,53088.0,Brillion Waterworks,3148,Dibromochloromethane,1.87,0.1,0,ppb,18.7
WI,Brillion,53088.0,Brillion Waterworks,3148,Dichloroacetic acid,1.85,0.2,0,ppb,9.25
WI,Brillion,53088.0,Brillion Waterworks,3148,Haloacetic acids (HAA5)†,3.62,0.1,60,ppb,36.199999999999996
WI,Brillion,53088.0,Brillion Waterworks,3148,Nitrate,0.582,0.14,10,ppm,4.157142857142857
WI,Brillion,53088.0,Brillion Waterworks,3148,Nitrate and nitrite,0.676,0.14,10,ppm,4.828571428571428
WI,Brillion,53088.0,Brillion Waterworks,3148,Radium combined (-226 &amp; -228),0.34,0.05,5,pCi/L,6.8
WI,Brillion,53088.0,Brillion Waterworks,3148,Radon,123.7,1.5,0,pCi/L,82.46666666666667
WI,Brillion,53088.0,Brillion Waterworks,3148,Total trihalomethanes (TTHMs)†,14.7,0.15,80,ppb,98.0
WI,Brillion,53088.0,Brillion Waterworks,3148,Trichloroacetic acid,1.03,0.1,0,ppb,10.299999999999999
WI,Brillion,53088.0,Brillion Waterworks,3148,Aluminum,5.27,600.0,0,ppb,0.008783333333333332
WI,Brillion,53088.0,Brillion Waterworks,3148,Barium,13.5,700.0,2000,ppb,0.019285714285714285
WI,Brillion,53088.0,Brillion Waterworks,3148,Bromoform,0.271,0.5,0,ppb,0.542
WI,Brillion,53088.0,Brillion Waterworks,3148,Dichloromethane (methylene chloride),0.0322,4.0,5,ppb,0.00805
WI,Brillion,53088.0,Brillion Waterworks,3148,Manganese,10.1,100.0,0,ppb,0.10099999999999999
WI,Brillion,53088.0,Brillion Waterworks,3148,Monobromoacetic acid,0.138,25.0,0,ppb,0.005520000000000001
WI,Brillion,53088.0,Brillion Waterworks,3148,Uranium,0.54,0.43,20,pCi/L,1.255813953488372
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Arsenic,0.8,0.004,10,ppb,200.0
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Nitrate,1.23,0.14,10,ppm,8.785714285714285
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Nitrate and nitrite,1.25,0.14,10,ppm,8.928571428571427
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Radium combined (-226 &amp; -228),3.13,0.05,5,pCi/L,62.599999999999994
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Barium,30.2,700.0,2000,ppb,0.04314285714285714
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Manganese,101.0,100.0,0,ppb,1.01
WI,New Holstein,53088.0,Country Aire Mobile Home Court Llc,98,Uranium,0.3,0.43,20,pCi/L,0.6976744186046512
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Bromodichloromethane,1.13,0.06,0,ppb,18.833333333333332
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Bromoform,29.8,0.5,0,ppb,59.6
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Dibromoacetic acid,1.35,0.04,0,ppb,33.75
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Dibromochloromethane,3.97,0.1,0,ppb,39.7
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Haloacetic acids (HAA5)†,1.6,0.1,60,ppb,16.0
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Radium combined (-226 &amp; -228),5.61,0.05,5,pCi/L,112.2
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Total trihalomethanes (TTHMs)†,40.2,0.15,80,ppb,268.00000000000006
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Aluminum,7.0,600.0,0,ppb,0.011666666666666667
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Barium,78.0,700.0,2000,ppb,0.11142857142857143
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Chloroform,0.192,0.4,0,ppb,0.48
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Di(2-ethylhexyl) phthalate,0.99,3.0,6,ppb,0.33
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Dichloroacetic acid,0.0395,0.2,0,ppb,0.19749999999999998
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Manganese,8.95,100.0,0,ppb,0.0895
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Monobromoacetic acid,0.183,25.0,0,ppb,0.00732
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Nitrate,0.045,0.14,10,ppm,0.3214285714285714
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Nitrate and nitrite,0.156,0.14,10,ppm,1.114285714285714
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Trichloroacetic acid,0.0217,0.1,0,ppb,0.217
WI,Forest Junction,53088.0,Forest Junction Pub Util,320,Uranium,0.08,0.43,20,pCi/L,0.18604651162790697
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Arsenic*,0.207,0.004,10,ppb,51.74999999999999
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Bromodichloromethane,4.39,0.06,0,ppb,73.16666666666666
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Chloroform,30.2,0.4,0,ppb,75.5
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Chromium (hexavalent)*,0.414,0.02,0,ppb,20.7
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Dibromochloromethane,0.258,0.1,0,ppb,2.58
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Dichloroacetic acid,11.5,0.2,0,ppb,57.5
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Haloacetic acids (HAA5)†,17.2,0.1,60,ppb,171.99999999999997
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Haloacetic acids (HAA9)*†,22.0,0.06,0,ppb,366.6666666666667
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Nitrate and nitrite*,0.758,0.14,10,ppm,5.414285714285714
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Radium combined (-226 &amp; -228),1.2,0.05,5,pCi/L,23.999999999999996
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Total trihalomethanes (TTHMs)†,34.8,0.15,80,ppb,232.0
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Trichloroacetic acid,5.54,0.1,0,ppb,55.4
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Aluminum,13.4,600.0,0,ppb,0.022333333333333334
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Barium,450.0,700.0,2000,ppb,0.6428571428571429
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Chlorate*,58.3,210.0,0,ppb,0.2776190476190476
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Dibromoacetic acid,0.0271,0.04,0,ppb,0.6775
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Manganese,1.23,100.0,0,ppb,0.0123
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Monobromoacetic acid*,0.0158,25.0,0,ppb,0.0006320000000000001
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Monochloroacetic acid,0.149,53.0,0,ppb,0.002811320754716981
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Nitrate,0.019,0.14,10,ppm,0.1357142857142857
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Strontium*,0.0666,1500.0,0,ppb,4.44e-05
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Vanadium*,4.72,21.0,0,ppb,0.22476190476190475
WI,Sherwood,53088.0,Sherwood Waterworks,3114,Xylenes (total),0.786,1800.0,10000,ppb,0.0004366666666666667
WI,Twin Lakes,53104.0,425 Holy Hill Apts,28,Radium combined (-226 &amp; -228),1.0,0.05,5,pCi/L,20.0
WI,Twin Lakes,53104.0,425 Holy Hill Apts,28,Barium,67.3,700.0,2000,ppb,0.09614285714285714
WI,Twin Lakes,53104.0,425 Holy Hill Apts,28,Manganese,16.5,100.0,0,ppb,0.165
WI,Kenosha,53104.0,52nd Ave Water Group,35,Arsenic,0.41,0.004,10,ppb,102.49999999999999
WI,Kenosha,53104.0,52nd Ave Water Group,35,Chloroform,0.948,0.4,0,ppb,2.3699999999999997
WI,Kenosha,53104.0,52nd Ave Water Group,35,Radium combined (-226 &amp; -228),1.4,0.05,5,pCi/L,27.999999999999996
WI,Kenosha,53104.0,52nd Ave Water Group,35,Barium,13.0,700.0,2000,ppb,0.018571428571428572
WI,Kenosha,53104.0,52nd Ave Water Group,35,Di(2-ethylhexyl) phthalate,1.8,3.0,6,ppb,0.6
WI,Kenosha,53104.0,52nd Ave Water Group,35,Dichloromethane (methylene chloride),0.098,4.0,5,ppb,0.0245
WI,Kenosha,53104.0,52nd Ave Water Group,35,Manganese,11.0,100.0,0,ppb,0.11
WI,Kenosha,53104.0,52nd Ave Water Group,35,Nitrate,0.0466,0.14,10,ppm,0.33285714285714285
WI,Kenosha,53104.0,52nd Ave Water Group,35,Styrene,0.47,0.5,100,ppb,0.94
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Arsenic,1.2,0.004,10,ppb,300.0
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Radium combined (-226 &amp; -228),2.4,0.05,5,pCi/L,47.99999999999999
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Aluminum,9.0,600.0,0,ppb,0.015
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Barium,41.1,700.0,2000,ppb,0.05871428571428572
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Nitrate,0.068,0.14,10,ppm,0.4857142857142857
WI,Bristol,53104.0,Bristol Heights Mobile Home Park,45,Styrene,0.085,0.5,100,ppb,0.17
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Arsenic,1.05,0.004,10,ppb,262.5
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Bromodichloromethane,0.71,0.06,0,ppb,11.833333333333334
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Chloroform,3.47,0.4,0,ppb,8.675
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Dibromoacetic acid,0.117,0.04,0,ppb,2.9250000000000003
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Dibromochloromethane,0.382,0.1,0,ppb,3.82
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Dichloroacetic acid,0.793,0.2,0,ppb,3.965
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Haloacetic acids (HAA5)†,1.16,0.1,60,ppb,11.599999999999998
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Radium combined (-226 &amp; -228),6.65,0.05,5,pCi/L,133.0
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Total trihalomethanes (TTHMs)†,4.56,0.15,80,ppb,30.4
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Trichloroacetic acid,0.248,0.1,0,ppb,2.48
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Barium,51.0,700.0,2000,ppb,0.07285714285714286
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Manganese,6.0,100.0,0,ppb,0.06
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Nitrate,0.0175,0.14,10,ppm,0.125
WI,Bristol,53104.0,Bristol Waterworks Village Of,598,Uranium,0.32,0.43,20,pCi/L,0.7441860465116279
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Bromodichloromethane,0.135,0.06,0,ppb,2.2500000000000004
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Radium combined (-226 &amp; -228),2.46,0.05,5,pCi/L,49.199999999999996
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Total trihalomethanes (TTHMs)†,0.83,0.15,80,ppb,5.533333333333333
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Aluminum,3.24,600.0,0,ppb,0.0054
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Barium,67.9,700.0,2000,ppb,0.097
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Bromoform,0.155,0.5,0,ppb,0.31
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Chloroform,0.385,0.4,0,ppb,0.9625
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Dibromochloromethane,0.155,0.1,0,ppb,1.5499999999999998
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Manganese,25.7,100.0,0,ppb,0.257
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Nitrate and nitrite,0.00642,0.14,10,ppm,0.04585714285714285
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Selenium,0.111,30.0,50,ppb,0.0037
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Styrene,0.138,0.5,100,ppb,0.276
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Uranium,0.26,0.43,20,pCi/L,0.6046511627906977
WI,Trevor,53104.0,Carefree Estates Mobile Home Park,300,Xylenes (total),0.06,1800.0,10000,ppb,3.3333333333333335e-05
WI,Kenosha,53104.0,Eagle Chateau Apts,125,Arsenic,0.85,0.004,10,ppb,212.5
WI,Kenosha,53104.0,Eagle Chateau Apts,125,Radium combined (-226 &amp; -228),1.48,0.05,5,pCi/L,29.599999999999998
WI,Kenosha,53104.0,Eagle Chateau Apts,125,Barium,11.5,700.0,2000,ppb,0.016428571428571428
WI,Kenosha,53104.0,Eagle Chateau Apts,125,Manganese,6.5,100.0,0,ppb,0.065
WI,Kenosha,53104.0,Eagle Chateau Apts,125,Nitrate and nitrite,0.035,0.14,10,ppm,0.25
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Arsenic,0.315,0.004,10,ppb,78.75
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Radium combined (-226 &amp; -228),1.5,0.05,5,pCi/L,30.0
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Barium,12.5,700.0,2000,ppb,0.017857142857142856
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Manganese,7.8,100.0,0,ppb,0.078
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Nitrate,0.039,0.14,10,ppm,0.2785714285714285
WI,Kenosha,53104.0,Elizabeth Manor Apts,30,Nitrate and nitrite,0.0755,0.14,10,ppm,0.5392857142857143
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Arsenic,0.655,0.004,10,ppb,163.75
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Bromodichloromethane,9.03,0.06,0,ppb,150.5
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Chloroform,13.7,0.4,0,ppb,34.24999999999999
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Chromium (hexavalent),0.208,0.02,0,ppb,10.399999999999999
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Dibromoacetic acid,0.861,0.04,0,ppb,21.525
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Dibromochloromethane,4.25,0.1,0,ppb,42.5
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Dichloroacetic acid,6.14,0.2,0,ppb,30.699999999999996
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Haloacetic acids (HAA5)†,13.1,0.1,60,ppb,131.0
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Haloacetic acids (HAA9)†,23.0,0.06,0,ppb,383.33333333333337
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Nitrate,0.643,0.14,10,ppm,4.5928571428571425
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Nitrate and nitrite,0.495,0.14,10,ppm,3.535714285714285
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Radium combined (-226 &amp; -228),1.5,0.05,5,pCi/L,30.0
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Total trihalomethanes (TTHMs)†,27.3,0.15,80,ppb,182.0
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Trichloroacetic acid,5.61,0.1,0,ppb,56.1
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Aluminum,26.3,600.0,0,ppb,0.043833333333333335
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Antimony,0.105,1.0,6,ppb,0.105
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Barium,21.5,700.0,2000,ppb,0.030714285714285715
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Bromoform,0.17,0.5,0,ppb,0.34
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Manganese,0.581,100.0,0,ppb,0.005809999999999999
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Molybdenum,0.951,40.0,0,ppb,0.023774999999999998
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Monobromoacetic acid,0.35,25.0,0,ppb,0.013999999999999999
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Monochloroacetic acid,0.124,53.0,0,ppb,0.002339622641509434
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Strontium,0.125,1500.0,0,ppb,8.333333333333333e-05
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Vanadium,0.266,21.0,0,ppb,0.012666666666666668
WI,Kenosha,53104.0,Kenosha Water Utility,99218,Xylenes (total),0.143,1800.0,10000,ppb,7.944444444444444e-05
WI,Silver Lake,53104.0,Lake View Apts,30,Barium,0.82,700.0,2000,ppb,0.0011714285714285713
WI,Silver Lake,53104.0,Lake View Apts,30,Chloromethane,0.145,2.69,0,ppb,0.05390334572490706
WI,Silver Lake,53104.0,Lake View Apts,30,Nitrate,0.0068,0.14,10,ppm,0.048571428571428564
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Cadmium,0.2,0.04,5,ppb,5.0
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Radium combined (-226 &amp; -228),2.54,0.05,5,pCi/L,50.8
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Barium,78.4,700.0,2000,ppb,0.112
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Manganese,16.0,100.0,0,ppb,0.16
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Nitrate,0.151,0.14,10,ppm,1.0785714285714285
WI,Silver Lake,53104.0,Lakecrest Shores Llc,57,Nitrate and nitrite,0.095,0.14,10,ppm,0.6785714285714285
WI,Twin Lakes,53104.0,Lincoln Crest Apartments,32,Radium combined (-226 &amp; -228),1.88,0.05,5,pCi/L,37.599999999999994
WI,Twin Lakes,53104.0,Lincoln Crest Apartments,32,Barium,0.204,700.0,2000,ppb,0.0002914285714285714
WI,Twin Lakes,53104.0,Lincoln Crest Apartments,32,Nitrate and nitrite,0.12,0.14,10,ppm,0.857142857142857
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Cadmium,0.235,0.04,5,ppb,5.874999999999999
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Radium combined (-226 &amp; -228),0.12,0.05,5,pCi/L,2.4
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Aluminum,9.04,600.0,0,ppb,0.015066666666666666
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Barium,1.7,700.0,2000,ppb,0.0024285714285714284
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Manganese,1.2,100.0,0,ppb,0.012
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Selenium,0.54,30.0,50,ppb,0.018000000000000002
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Styrene,0.04,0.5,100,ppb,0.08
WI,Twin Lakes,53104.0,Meadowview Village Apts,46,Uranium,0.02,0.43,20,pCi/L,0.046511627906976744
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Arsenic,0.75,0.004,10,ppb,187.5
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Bromodichloromethane,1.72,0.06,0,ppb,28.666666666666668
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Chloroform,5.41,0.4,0,ppb,13.525
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Dibromoacetic acid,0.225,0.04,0,ppb,5.625
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Dibromochloromethane,0.509,0.1,0,ppb,5.09
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Dichloroacetic acid,3.77,0.2,0,ppb,18.849999999999998
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Haloacetic acids (HAA5)†,6.55,0.1,60,ppb,65.5
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Radium combined (-226 &amp; -228),1.5,0.05,5,pCi/L,30.0
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Total trihalomethanes (TTHMs)†,9.01,0.15,80,ppb,60.06666666666667
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Trichloroacetic acid,2.42,0.1,0,ppb,24.2
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Barium,89.0,700.0,2000,ppb,0.12714285714285714
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Manganese,5.9,100.0,0,ppb,0.059000000000000004
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Monochloroacetic acid,0.137,53.0,0,ppb,0.002584905660377359
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Nitrate,0.0223,0.14,10,ppm,0.15928571428571428
WI,Paddock Lake,53104.0,Paddock Lake Waterworks,945,Nitrate and nitrite,0.037,0.14,10,ppm,0.26428571428571423
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Radium combined (-226 &amp; -228),1.89,0.05,5,pCi/L,37.8
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Barium,9.35,700.0,2000,ppb,0.013357142857142857
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Dichloromethane (methylene chloride),0.161,4.0,5,ppb,0.04025
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Manganese,3.7,100.0,0,ppb,0.037000000000000005
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Toluene,0.0555,150.0,1000,ppb,0.00037
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Radium combined (-226 &amp; -228),1.89,0.05,5,pCi/L,37.8
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Barium,9.35,700.0,2000,ppb,0.013357142857142857
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Dichloromethane (methylene chloride),0.161,4.0,5,ppb,0.04025
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Manganese,3.7,100.0,0,ppb,0.037000000000000005
WI,Kenosha,53104.0,Pleasant Prairie Mobile Home Park,35,Toluene,0.0555,150.0,1000,ppb,0.00037
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Arsenic,2.8,0.004,10,ppb,699.9999999999999
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Bromodichloromethane,0.38,0.06,0,ppb,6.333333333333334
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Chloroform,1.3,0.4,0,ppb,3.25
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Dichloroacetic acid,0.85,0.2,0,ppb,4.25
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Haloacetic acids (HAA5)†,1.43,0.1,60,ppb,14.299999999999999
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Radium combined (-226 &amp; -228),0.87,0.05,5,pCi/L,17.4
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Total trihalomethanes (TTHMs)†,1.68,0.15,80,ppb,11.2
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Trichloroacetic acid,0.58,0.1,0,ppb,5.799999999999999
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Barium,91.0,700.0,2000,ppb,0.13
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Manganese,16.0,100.0,0,ppb,0.16
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Nitrate,0.0072,0.14,10,ppm,0.05142857142857142
WI,Salem,53104.0,Prairie Apts 1 & 2,150,Toluene,0.103,150.0,1000,ppb,0.0006866666666666666
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Arsenic,2.25,0.004,10,ppb,562.5
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Bromodichloromethane,1.12,0.06,0,ppb,18.666666666666668
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Chloroform,3.6,0.4,0,ppb,9.0
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Dichloroacetic acid,1.2,0.2,0,ppb,5.999999999999999
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Haloacetic acids (HAA5)†,2.6,0.1,60,ppb,26.0
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Total trihalomethanes (TTHMs)†,6.9,0.15,80,ppb,46.00000000000001
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Trichloroacetic acid,1.4,0.1,0,ppb,13.999999999999998
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Barium,4.96,700.0,2000,ppb,0.0070857142857142855
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Dibromochloromethane,0.13,0.1,0,ppb,1.3
WI,Salem,53104.0,Prairie Apts 3 & 4,125,MTBE,0.293,13.0,0,ppb,0.02253846153846154
WI,Salem,53104.0,Prairie Apts 3 & 4,125,Nitrate,0.0208,0.14,10,ppm,0.14857142857142855
WI,Twin Lakes,53104.0,Residences On Main,26,Arsenic,0.402,0.004,10,ppb,100.5
WI,Twin Lakes,53104.0,Residences On Main,26,Bromodichloromethane,2.53,0.06,0,ppb,42.166666666666664
WI,Twin Lakes,53104.0,Residences On Main,26,Chloroform,19.3,0.4,0,ppb,48.25
WI,Twin Lakes,53104.0,Residences On Main,26,Dibromochloromethane,0.603,0.1,0,ppb,6.029999999999999
WI,Twin Lakes,53104.0,Residences On Main,26,Dichloroacetic acid,18.9,0.2,0,ppb,94.49999999999999
WI,Twin Lakes,53104.0,Residences On Main,26,Haloacetic acids (HAA5)†,30.5,0.1,60,ppb,305.0
