Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Hartford Waterworks,Dichloroacetic acid,1.89 ppb,0.2 ppb,
Hartford Waterworks,Haloacetic acids (HAA5)†,4.04 ppb,0.1 ppb,60 ppb
Hartford Waterworks,Haloacetic acids (HAA9)†,3.55 ppb,0.06 ppb,
Hartford Waterworks,Nitrate,1.68 ppm,0.14 ppm,10 ppm
Hartford Waterworks,Nitrate and nitrite,1.50 ppm,0.14 ppm,10 ppm
Hartford Waterworks,"Radium, combined (-226 &amp; -228)",0.96 pCi/L,0.05 pCi/L,5 pCi/L
Hartford Waterworks,Total trihalomethanes (TTHMs)†,8.03 ppb,0.15 ppb,80 ppb
Hartford Waterworks,Trichloroacetic acid,1.37 ppb,0.1 ppb,
Hartford Waterworks,Barium,57.8 ppb,700 ppb,"2,000 ppb"
Hartford Waterworks,Bromoform,0.113 ppb,0.5 ppb,
Hartford Waterworks,Chromium (total),0.123 ppb,,100 ppb
Hartford Waterworks,Dichloromethane (methylene chloride),0.0292 ppb,4 ppb,5 ppb
Hartford Waterworks,Fluoride,0.691 ppm,,4 ppm
Hartford Waterworks,Manganese,29.9 ppb,100 ppb,
Hartford Waterworks,Monobromoacetic acid,0.1000 ppb,25 ppb,
Hartford Waterworks,Strontium,0.127 ppb,"1,500 ppb",
Hartford Waterworks,Vanadium,0.222 ppb,21 ppb,
Hartford Waterworks,None,,,
Waupun Utilities,Bromodichloromethane,0.946 ppb,0.06 ppb,
Waupun Utilities,Chloroform,1.82 ppb,0.4 ppb,
Waupun Utilities,Dibromochloromethane,0.456 ppb,0.1 ppb,
Waupun Utilities,Dichloroacetic acid,0.664 ppb,0.2 ppb,
Waupun Utilities,Haloacetic acids (HAA5)†,1.17 ppb,0.1 ppb,60 ppb
Waupun Utilities,"Radium, combined (-226 &amp; -228)",3.87 pCi/L,0.05 pCi/L,5 pCi/L
Waupun Utilities,Tetrachloroethylene (perchloroethylene),0.225 ppb,0.06 ppb,5 ppb
Waupun Utilities,Total trihalomethanes (TTHMs)†,6.06 ppb,0.15 ppb,80 ppb
Waupun Utilities,Trichloroacetic acid,0.449 ppb,0.1 ppb,
Waupun Utilities,Barium,80.5 ppb,700 ppb,"2,000 ppb"
Waupun Utilities,Bromoform,0.0200 ppb,0.5 ppb,
Waupun Utilities,Chloromethane,0.0158 ppb,2.69 ppb,
Waupun Utilities,"cis-1,2-Dichloroethylene",0.131 ppb,,70 ppb
Waupun Utilities,Dibromoacetic acid,0.0580 ppb,0.04 ppb,
Waupun Utilities,Fluoride,0.670 ppm,,4 ppm
Waupun Utilities,Manganese,5.60 ppb,100 ppb,
Waupun Utilities,Nitrate,0.0852 ppm,0.14 ppm,10 ppm
Waupun Utilities,Nitrate and nitrite,0.1000 ppm,0.14 ppm,10 ppm
Waupun Utilities,"trans-1,2-Dichloroethylene",0.0417 ppb,60 ppb,100 ppb
Waupun Utilities,Trichloroethylene,0.0308 ppb,0.4 ppb,5 ppb
Waupun Utilities,None,,,
Breezy Point Mobile Home Park 1,Nitrate and nitrite,1.20 ppm,0.14 ppm,10 ppm
Breezy Point Mobile Home Park 1,"Radium, combined (-226 &amp; -228)",2.19 pCi/L,0.05 pCi/L,5 pCi/L
Breezy Point Mobile Home Park 1,Barium,53.5 ppb,700 ppb,"2,000 ppb"
Breezy Point Mobile Home Park 1,Chromium (total),0.350 ppb,,100 ppb
Breezy Point Mobile Home Park 1,Fluoride,0.129 ppm,,4 ppm
Breezy Point Mobile Home Park 1,Uranium,0.36 pCi/L,0.43 pCi/L,20 pCi/L
Breezy Point Mobile Home Park 1,None,,,
Breezy Point Mobile Home Park 1,Nitrate and nitrite,1.20 ppm,0.14 ppm,10 ppm
Breezy Point Mobile Home Park 1,"Radium, combined (-226 &amp; -228)",2.19 pCi/L,0.05 pCi/L,5 pCi/L
Breezy Point Mobile Home Park 1,Barium,53.5 ppb,700 ppb,"2,000 ppb"
Breezy Point Mobile Home Park 1,Chromium (total),0.350 ppb,,100 ppb
Breezy Point Mobile Home Park 1,Fluoride,0.129 ppm,,4 ppm
Breezy Point Mobile Home Park 1,Uranium,0.36 pCi/L,0.43 pCi/L,20 pCi/L
Breezy Point Mobile Home Park 1,None,,,
Brownsville Water Department,Chromium (hexavalent),0.105 ppb,0.02 ppb,
Brownsville Water Department,Haloacetic acids (HAA5)†,1.18 ppb,0.1 ppb,60 ppb
Brownsville Water Department,Haloacetic acids (HAA9)†,2.21 ppb,0.06 ppb,
Brownsville Water Department,Nitrate,0.479 ppm,0.14 ppm,10 ppm
Brownsville Water Department,"Radium, combined (-226 &amp; -228)",2.06 pCi/L,0.05 pCi/L,5 pCi/L
Brownsville Water Department,Total trihalomethanes (TTHMs)†,9.85 ppb,0.15 ppb,80 ppb
Brownsville Water Department,Chromium (total),0.0763 ppb,,100 ppb
Brownsville Water Department,Manganese,2.85 ppb,100 ppb,
Brownsville Water Department,Strontium,0.0123 ppb,"1,500 ppb",
Brownsville Water Department,Vanadium,0.0463 ppb,21 ppb,
Brownsville Water Department,None,,,
Clyman Waterworks,Arsenic,3.82 ppb,0.004 ppb,10 ppb
Clyman Waterworks,"Radium, combined (-226 &amp; -228)",2.02 pCi/L,0.05 pCi/L,5 pCi/L
Clyman Waterworks,Barium,181.7 ppb,700 ppb,"2,000 ppb"
Clyman Waterworks,Chloroform,0.220 ppb,0.4 ppb,
Clyman Waterworks,Dichloroacetic acid,0.110 ppb,0.2 ppb,
Clyman Waterworks,Fluoride,0.247 ppm,,4 ppm
Clyman Waterworks,Haloacetic acids (HAA5)†,0.195 ppb,0.1 ppb,60 ppb
Clyman Waterworks,Manganese,54.3 ppb,100 ppb,
Clyman Waterworks,Nitrate,0.00692 ppm,0.14 ppm,10 ppm
Clyman Waterworks,Total trihalomethanes (TTHMs)†,0.220 ppb,0.15 ppb,80 ppb
Clyman Waterworks,Trichloroacetic acid,0.0850 ppb,0.1 ppb,
Clyman Waterworks,None,,,
Fox Lake Correctional Institution,Arsenic,5.18 ppb,0.004 ppb,10 ppb
Fox Lake Correctional Institution,Bromodichloromethane,0.464 ppb,0.06 ppb,
Fox Lake Correctional Institution,Chloroform,1.27 ppb,0.4 ppb,
Fox Lake Correctional Institution,Dibromochloromethane,0.210 ppb,0.1 ppb,
Fox Lake Correctional Institution,Haloacetic acids (HAA5)†,1.02 ppb,0.1 ppb,60 ppb
Fox Lake Correctional Institution,"Radium, combined (-226 &amp; -228)",1.48 pCi/L,0.05 pCi/L,5 pCi/L
Fox Lake Correctional Institution,Radon,268.50 pCi/L,1.5 pCi/L,
Fox Lake Correctional Institution,Total trihalomethanes (TTHMs)†,2.82 ppb,0.15 ppb,80 ppb
Fox Lake Correctional Institution,Trichloroacetic acid,0.690 ppb,0.1 ppb,
Fox Lake Correctional Institution,Barium,224.0 ppb,700 ppb,"2,000 ppb"
Fox Lake Correctional Institution,Dichloroacetic acid,0.328 ppb,0.2 ppb,
Fox Lake Correctional Institution,Fluoride,0.142 ppm,,4 ppm
Fox Lake Correctional Institution,Manganese,150.8 ppb,100 ppb,
Fox Lake Correctional Institution,Nitrate,0.0836 ppm,0.14 ppm,10 ppm
Fox Lake Correctional Institution,Nitrate and nitrite,0.0322 ppm,0.14 ppm,10 ppm
Fox Lake Correctional Institution,Thallium,0.0390 ppb,0.1 ppb,2 ppb
Fox Lake Correctional Institution,Uranium,0.40 pCi/L,0.43 pCi/L,20 pCi/L
Fox Lake Correctional Institution,None,,,
Fox Lake Waterworks,Bromodichloromethane,1.99 ppb,0.06 ppb,
Fox Lake Waterworks,Chloroform,3.25 ppb,0.4 ppb,
Fox Lake Waterworks,Dibromoacetic acid,0.138 ppb,0.04 ppb,
Fox Lake Waterworks,Dibromochloromethane,1.21 ppb,0.1 ppb,
Fox Lake Waterworks,Haloacetic acids (HAA5)†,1.35 ppb,0.1 ppb,60 ppb
Fox Lake Waterworks,"Radium, combined (-226 &amp; -228)",2.73 pCi/L,0.05 pCi/L,5 pCi/L
Fox Lake Waterworks,Total trihalomethanes (TTHMs)†,6.65 ppb,0.15 ppb,80 ppb
Fox Lake Waterworks,Trichloroacetic acid,0.845 ppb,0.1 ppb,
Fox Lake Waterworks,Barium,150.0 ppb,700 ppb,"2,000 ppb"
Fox Lake Waterworks,Bromoform,0.152 ppb,0.5 ppb,
Fox Lake Waterworks,Dichloroacetic acid,0.364 ppb,0.2 ppb,
Fox Lake Waterworks,Dichloromethane (methylene chloride),0.137 ppb,4 ppb,5 ppb
Fox Lake Waterworks,Fluoride,0.794 ppm,,4 ppm
Fox Lake Waterworks,Manganese,67.0 ppb,100 ppb,
Fox Lake Waterworks,MTBE,0.605 ppb,13 ppb,
Fox Lake Waterworks,Nitrate,0.0290 ppm,0.14 ppm,10 ppm
Fox Lake Waterworks,Nitrate and nitrite,0.0340 ppm,0.14 ppm,10 ppm
Fox Lake Waterworks,None,,,
Hidden Meadows Subdivision,Arsenic,4.72 ppb,0.004 ppb,10 ppb
Hidden Meadows Subdivision,Barium,3.02 ppb,700 ppb,"2,000 ppb"
Hidden Meadows Subdivision,Fluoride,0.163 ppm,,4 ppm
Hidden Meadows Subdivision,Nitrate,0.0659 ppm,0.14 ppm,10 ppm
Hidden Meadows Subdivision,None,,,
Hidden Meadows Subdivision,Arsenic,4.72 ppb,0.004 ppb,10 ppb
Hidden Meadows Subdivision,Barium,3.02 ppb,700 ppb,"2,000 ppb"
Hidden Meadows Subdivision,Fluoride,0.163 ppm,,4 ppm
Hidden Meadows Subdivision,Nitrate,0.0659 ppm,0.14 ppm,10 ppm
Hidden Meadows Subdivision,None,,,
Horicon Waterworks,Arsenic,0.383 ppb,0.004 ppb,10 ppb
Horicon Waterworks,Bromodichloromethane,0.501 ppb,0.06 ppb,
Horicon Waterworks,Chloroform,0.840 ppb,0.4 ppb,
Horicon Waterworks,Dibromoacetic acid,0.189 ppb,0.04 ppb,
Horicon Waterworks,Dibromochloromethane,0.375 ppb,0.1 ppb,
Horicon Waterworks,Haloacetic acids (HAA5)†,3.36 ppb,0.1 ppb,60 ppb
Horicon Waterworks,"Radium, combined (-226 &amp; -228)",4.04 pCi/L,0.05 pCi/L,5 pCi/L
Horicon Waterworks,Total trihalomethanes (TTHMs)†,1.72 ppb,0.15 ppb,80 ppb
Horicon Waterworks,Trichloroacetic acid,0.214 ppb,0.1 ppb,
Horicon Waterworks,Barium,93.7 ppb,700 ppb,"2,000 ppb"
Horicon Waterworks,Chromium (total),0.240 ppb,,100 ppb
Horicon Waterworks,Dichloroacetic acid,0.190 ppb,0.2 ppb,
Horicon Waterworks,Fluoride,0.742 ppm,,4 ppm
Horicon Waterworks,Manganese,14.7 ppb,100 ppb,
Horicon Waterworks,Mercury (inorganic),0.0667 ppb,1.2 ppb,2 ppb
Horicon Waterworks,Monochloroacetic acid,2.77 ppb,53 ppb,
Horicon Waterworks,Nitrate,0.0232 ppm,0.14 ppm,10 ppm
Horicon Waterworks,Selenium,0.0667 ppb,30 ppb,50 ppb
Horicon Waterworks,Silver,8.73 ppb,,
Horicon Waterworks,Uranium,0.18 pCi/L,0.43 pCi/L,20 pCi/L
Horicon Waterworks,None,,,
Hustisford Waterworks,Arsenic,1.29 ppb,0.004 ppb,10 ppb
Hustisford Waterworks,Bromodichloromethane,3.50 ppb,0.06 ppb,
Hustisford Waterworks,Chloroform,6.60 ppb,0.4 ppb,
Hustisford Waterworks,Dibromoacetic acid,0.347 ppb,0.04 ppb,
Hustisford Waterworks,Dibromochloromethane,1.82 ppb,0.1 ppb,
Hustisford Waterworks,Dichloroacetic acid,1.91 ppb,0.2 ppb,
Hustisford Waterworks,Haloacetic acids (HAA5)†,4.14 ppb,0.1 ppb,60 ppb
Hustisford Waterworks,"Radium, combined (-226 &amp; -228)",2.85 pCi/L,0.05 pCi/L,5 pCi/L
Hustisford Waterworks,Total trihalomethanes (TTHMs)†,12.1 ppb,0.15 ppb,80 ppb
Hustisford Waterworks,Trichloroacetic acid,1.82 ppb,0.1 ppb,
Hustisford Waterworks,Barium,93.8 ppb,700 ppb,"2,000 ppb"
Hustisford Waterworks,Bromoform,0.169 ppb,0.5 ppb,
Hustisford Waterworks,Ethylbenzene,0.0925 ppb,300 ppb,700 ppb
Hustisford Waterworks,Fluoride,0.218 ppm,,4 ppm
Hustisford Waterworks,Manganese,0.500 ppb,100 ppb,
Hustisford Waterworks,Monobromoacetic acid,0.0200 ppb,25 ppb,
Hustisford Waterworks,Monochloroacetic acid,0.0458 ppb,53 ppb,
Hustisford Waterworks,MTBE,0.391 ppb,13 ppb,
Hustisford Waterworks,Nitrate,0.0299 ppm,0.14 ppm,10 ppm
Hustisford Waterworks,Uranium,0.17 pCi/L,0.43 pCi/L,20 pCi/L
Hustisford Waterworks,Xylenes (total),0.511 ppb,"1,800 ppb","10,000 ppb"
Hustisford Waterworks,None,,,
Iron Ridge Waterworks,Arsenic,1.27 ppb,0.004 ppb,10 ppb
Iron Ridge Waterworks,Bromodichloromethane,0.735 ppb,0.06 ppb,
Iron Ridge Waterworks,Dibromoacetic acid,0.443 ppb,0.04 ppb,
Iron Ridge Waterworks,Dibromochloromethane,0.807 ppb,0.1 ppb,
Iron Ridge Waterworks,Dichloroacetic acid,0.443 ppb,0.2 ppb,
Iron Ridge Waterworks,Haloacetic acids (HAA5)†,1.07 ppb,0.1 ppb,60 ppb
Iron Ridge Waterworks,"Radium, combined (-226 &amp; -228)",3.08 pCi/L,0.05 pCi/L,5 pCi/L
Iron Ridge Waterworks,Total trihalomethanes (TTHMs)†,4.09 ppb,0.15 ppb,80 ppb
Iron Ridge Waterworks,Barium,71.4 ppb,700 ppb,"2,000 ppb"
Iron Ridge Waterworks,Bromoform,0.407 ppb,0.5 ppb,
Iron Ridge Waterworks,Chloroform,0.654 ppb,0.4 ppb,
Iron Ridge Waterworks,Chloromethane,0.0400 ppb,2.69 ppb,
Iron Ridge Waterworks,Fluoride,0.297 ppm,,4 ppm
Iron Ridge Waterworks,Manganese,16.6 ppb,100 ppb,
Iron Ridge Waterworks,Trichloroacetic acid,0.186 ppb,0.1 ppb,
Iron Ridge Waterworks,None,,,
Juneau Waterworks,Chloroform,0.845 ppb,0.4 ppb,
Juneau Waterworks,Haloacetic acids (HAA5)†,0.302 ppb,0.1 ppb,60 ppb
Juneau Waterworks,"Radium, combined (-226 &amp; -228)",4.78 pCi/L,0.05 pCi/L,5 pCi/L
Juneau Waterworks,Total trihalomethanes (TTHMs)†,1.07 ppb,0.15 ppb,80 ppb
Juneau Waterworks,Barium,193.3 ppb,700 ppb,"2,000 ppb"
Juneau Waterworks,Bromodichloromethane,0.0483 ppb,0.06 ppb,
Juneau Waterworks,Di(2-ethylhexyl) phthalate,0.990 ppb,3 ppb,6 ppb
Juneau Waterworks,Dichloroacetic acid,0.200 ppb,0.2 ppb,
Juneau Waterworks,Fluoride,0.919 ppm,,4 ppm
Juneau Waterworks,Manganese,12.3 ppb,100 ppb,
Juneau Waterworks,Nitrate,0.0143 ppm,0.14 ppm,10 ppm
Juneau Waterworks,Nitrate and nitrite,0.0560 ppm,0.14 ppm,10 ppm
Juneau Waterworks,Nitrite,0.0300 ppm,,1 ppm
Juneau Waterworks,Trichloroacetic acid,0.102 ppb,0.1 ppb,
Juneau Waterworks,None,,,
Leroy Sanitary District 1,Arsenic,0.285 ppb,0.004 ppb,10 ppb
Leroy Sanitary District 1,Bromodichloromethane,1.59 ppb,0.06 ppb,
Leroy Sanitary District 1,Bromoform,3.86 ppb,0.5 ppb,
Leroy Sanitary District 1,Chloroform,1.11 ppb,0.4 ppb,
Leroy Sanitary District 1,Dibromoacetic acid,1.30 ppb,0.04 ppb,
Leroy Sanitary District 1,Dibromochloromethane,2.87 ppb,0.1 ppb,
Leroy Sanitary District 1,Dichloroacetic acid,1.10 ppb,0.2 ppb,
Leroy Sanitary District 1,Haloacetic acids (HAA5)†,3.94 ppb,0.1 ppb,60 ppb
Leroy Sanitary District 1,"Radium, combined (-226 &amp; -228)",5.01 pCi/L,0.05 pCi/L,5 pCi/L
Leroy Sanitary District 1,Total trihalomethanes (TTHMs)†,12.5 ppb,0.15 ppb,80 ppb
Leroy Sanitary District 1,Trichloroacetic acid,0.285 ppb,0.1 ppb,
Leroy Sanitary District 1,Barium,75.5 ppb,700 ppb,"2,000 ppb"
Leroy Sanitary District 1,Dichloromethane (methylene chloride),0.0217 ppb,4 ppb,5 ppb
Leroy Sanitary District 1,Fluoride,0.445 ppm,,4 ppm
Leroy Sanitary District 1,Manganese,14.0 ppb,100 ppb,
Leroy Sanitary District 1,Monochloroacetic acid,1.25 ppb,53 ppb,
Leroy Sanitary District 1,Nitrate,0.0160 ppm,0.14 ppm,10 ppm
Leroy Sanitary District 1,Silver,0.150 ppb,,
Leroy Sanitary District 1,Tetrachloroethylene (perchloroethylene),0.0875 ppb,0.06 ppb,5 ppb
Leroy Sanitary District 1,None,,,
Lithostone Meadows,Arsenic,0.660 ppb,0.004 ppb,10 ppb
Lithostone Meadows,"Radium, combined (-226 &amp; -228)",4.77 pCi/L,0.05 pCi/L,5 pCi/L
Lithostone Meadows,Barium,45.0 ppb,700 ppb,"2,000 ppb"
Lithostone Meadows,Fluoride,0.440 ppm,,4 ppm
Lithostone Meadows,Manganese,13.0 ppb,100 ppb,
Lithostone Meadows,Uranium,0.18 pCi/L,0.43 pCi/L,20 pCi/L
Lithostone Meadows,None,,,
Lomira Waterworks,Bromodichloromethane,0.804 ppb,0.06 ppb,
Lomira Waterworks,Bromoform,10.1 ppb,0.5 ppb,
Lomira Waterworks,Dibromoacetic acid,1.38 ppb,0.04 ppb,
Lomira Waterworks,Dibromochloromethane,2.18 ppb,0.1 ppb,
Lomira Waterworks,Haloacetic acids (HAA5)†,1.72 ppb,0.1 ppb,60 ppb
Lomira Waterworks,Nitrate,0.607 ppm,0.14 ppm,10 ppm
Lomira Waterworks,Nitrate and nitrite,1.86 ppm,0.14 ppm,10 ppm
Lomira Waterworks,"Radium, combined (-226 &amp; -228)",3.39 pCi/L,0.05 pCi/L,5 pCi/L
Lomira Waterworks,Thallium,0.378 ppb,0.1 ppb,2 ppb
Lomira Waterworks,Total trihalomethanes (TTHMs)†,32.3 ppb,0.15 ppb,80 ppb
Lomira Waterworks,"1,1,1-Trichloroethane",0.519 ppb,,200 ppb
Lomira Waterworks,"1,1-Dichloroethane",0.236 ppb,3 ppb,
Lomira Waterworks,"1,1-Dichloroethylene",0.0613 ppb,,7 ppb
Lomira Waterworks,"1,3,5-Trimethylbenzene",0.105 ppb,,
Lomira Waterworks,Aluminum,20.0 ppb,600 ppb,
Lomira Waterworks,Antimony,0.373 ppb,1 ppb,6 ppb
Lomira Waterworks,Barium,82.0 ppb,700 ppb,"2,000 ppb"
Lomira Waterworks,Bromochloromethane,0.210 ppb,,
Lomira Waterworks,Cadmium,0.0275 ppb,0.04 ppb,5 ppb
Lomira Waterworks,Chloroform,0.144 ppb,0.4 ppb,
Lomira Waterworks,Chromium (total),0.108 ppb,,100 ppb
Lomira Waterworks,Dibromomethane,0.907 ppb,,
Lomira Waterworks,Dichloroacetic acid,0.0500 ppb,0.2 ppb,
Lomira Waterworks,Ethylbenzene,0.0426 ppb,300 ppb,700 ppb
Lomira Waterworks,Fluoride,0.378 ppm,,4 ppm
Lomira Waterworks,Manganese,6.20 ppb,100 ppb,
Lomira Waterworks,Monobromoacetic acid,0.276 ppb,25 ppb,
Lomira Waterworks,Trichloroacetic acid,0.0143 ppb,0.1 ppb,
Lomira Waterworks,Uranium,0.39 pCi/L,0.43 pCi/L,20 pCi/L
Lomira Waterworks,Xylenes (total),0.235 ppb,"1,800 ppb","10,000 ppb"
Lomira Waterworks,None,,,
Lowell Waterworks,Bromodichloromethane,2.40 ppb,0.06 ppb,
Lowell Waterworks,Bromoform,1.97 ppb,0.5 ppb,
Lowell Waterworks,Chloroform,1.70 ppb,0.4 ppb,
Lowell Waterworks,Dibromoacetic acid,1.70 ppb,0.04 ppb,
Lowell Waterworks,Dibromochloromethane,3.43 ppb,0.1 ppb,
Lowell Waterworks,Dichloroacetic acid,1.05 ppb,0.2 ppb,
Lowell Waterworks,Haloacetic acids (HAA5)†,4.05 ppb,0.1 ppb,60 ppb
Lowell Waterworks,"Radium, combined (-226 &amp; -228)",0.93 pCi/L,0.05 pCi/L,5 pCi/L
Lowell Waterworks,Total trihalomethanes (TTHMs)†,14.3 ppb,0.15 ppb,80 ppb
Lowell Waterworks,Trichloroacetic acid,0.690 ppb,0.1 ppb,
Lowell Waterworks,Barium,121.0 ppb,700 ppb,"2,000 ppb"
Lowell Waterworks,Fluoride,0.331 ppm,,4 ppm
Lowell Waterworks,Manganese,39.0 ppb,100 ppb,
Lowell Waterworks,Monobromoacetic acid,0.610 ppb,25 ppb,
Lowell Waterworks,Nitrate,0.00700 ppm,0.14 ppm,10 ppm
Lowell Waterworks,None,,,
Maple Grove Mobile Home Park,Arsenic,0.900 ppb,0.004 ppb,10 ppb
Maple Grove Mobile Home Park,Nitrate,5.13 ppm,0.14 ppm,10 ppm
Maple Grove Mobile Home Park,Nitrate and nitrite,6.09 ppm,0.14 ppm,10 ppm
Maple Grove Mobile Home Park,"Radium, combined (-226 &amp; -228)",4.47 pCi/L,0.05 pCi/L,5 pCi/L
Maple Grove Mobile Home Park,Atrazine,0.0265 ppb,0.1 ppb,3 ppb
Maple Grove Mobile Home Park,Barium,160.0 ppb,700 ppb,"2,000 ppb"
Maple Grove Mobile Home Park,Fluoride,0.120 ppm,,4 ppm
Maple Grove Mobile Home Park,Manganese,17.0 ppb,100 ppb,
Maple Grove Mobile Home Park,Nitrite,0.0190 ppm,,1 ppm
Maple Grove Mobile Home Park,Uranium,0.37 pCi/L,0.43 pCi/L,20 pCi/L
Maple Grove Mobile Home Park,None,,,
Marshview Terrace,Nitrate and nitrite,0.700 ppm,0.14 ppm,10 ppm
Marshview Terrace,"Radium, combined (-226 &amp; -228)",6.53 pCi/L,0.05 pCi/L,5 pCi/L
Marshview Terrace,Barium,13.0 ppb,700 ppb,"2,000 ppb"
Marshview Terrace,Chromium (total),0.770 ppb,,100 ppb
Marshview Terrace,Di(2-ethylhexyl) phthalate,1.30 ppb,3 ppb,6 ppb
Marshview Terrace,Fluoride,0.0510 ppm,,4 ppm
Marshview Terrace,Nitrate,0.0277 ppm,0.14 ppm,10 ppm
Marshview Terrace,Uranium,0.34 pCi/L,0.43 pCi/L,20 pCi/L
Marshview Terrace,None,,,
Mayville Waterworks,Bromodichloromethane,0.448 ppb,0.06 ppb,
Mayville Waterworks,Dibromoacetic acid,0.0943 ppb,0.04 ppb,
Mayville Waterworks,Dibromochloromethane,0.500 ppb,0.1 ppb,
Mayville Waterworks,Haloacetic acids (HAA5)†,0.227 ppb,0.1 ppb,60 ppb
Mayville Waterworks,"Radium, combined (-226 &amp; -228)",3.39 pCi/L,0.05 pCi/L,5 pCi/L
Mayville Waterworks,Total trihalomethanes (TTHMs)†,1.86 ppb,0.15 ppb,80 ppb
Mayville Waterworks,Antimony,0.0200 ppb,1 ppb,6 ppb
Mayville Waterworks,Barium,73.8 ppb,700 ppb,"2,000 ppb"
Mayville Waterworks,Bromoform,0.585 ppb,0.5 ppb,
Mayville Waterworks,Chloroform,0.323 ppb,0.4 ppb,
Mayville Waterworks,Dichloroacetic acid,0.0717 ppb,0.2 ppb,
Mayville Waterworks,Fluoride,0.684 ppm,,4 ppm
Mayville Waterworks,Manganese,19.8 ppb,100 ppb,
Mayville Waterworks,Nitrate,0.107 ppm,0.14 ppm,10 ppm
Mayville Waterworks,Nitrate and nitrite,0.122 ppm,0.14 ppm,10 ppm
Mayville Waterworks,Nitrite,0.0279 ppm,,1 ppm
Mayville Waterworks,Trichloroacetic acid,0.0613 ppb,0.1 ppb,
Mayville Waterworks,None,,,
Reeseville Waterworks,"Radium, combined (-226 &amp; -228)",1.18 pCi/L,0.05 pCi/L,5 pCi/L
Reeseville Waterworks,Aluminum,8.45 ppb,600 ppb,
Reeseville Waterworks,Barium,123.0 ppb,700 ppb,"2,000 ppb"
Reeseville Waterworks,Bromodichloromethane,0.0400 ppb,0.06 ppb,
Reeseville Waterworks,Bromomethane,0.00409 ppb,,
Reeseville Waterworks,Chloroform,0.111 ppb,0.4 ppb,
Reeseville Waterworks,Chloromethane,0.0218 ppb,2.69 ppb,
Reeseville Waterworks,Fluoride,0.266 ppm,,4 ppm
Reeseville Waterworks,Manganese,70.1 ppb,100 ppb,
Reeseville Waterworks,Naphthalene,0.00773 ppb,,
Reeseville Waterworks,Styrene,0.00409 ppb,0.5 ppb,100 ppb
Reeseville Waterworks,Total trihalomethanes (TTHMs)†,0.0375 ppb,0.15 ppb,80 ppb
Reeseville Waterworks,Xylenes (total),0.0309 ppb,"1,800 ppb","10,000 ppb"
Reeseville Waterworks,None,,,
Sunnyside Estates,Bromodichloromethane,0.885 ppb,0.06 ppb,
Sunnyside Estates,Dibromochloromethane,1.46 ppb,0.1 ppb,
Sunnyside Estates,Haloacetic acids (HAA5)†,0.525 ppb,0.1 ppb,60 ppb
Sunnyside Estates,Total trihalomethanes (TTHMs)†,3.15 ppb,0.15 ppb,80 ppb
Sunnyside Estates,Trichloroacetic acid,0.525 ppb,0.1 ppb,
Sunnyside Estates,Barium,21.4 ppb,700 ppb,"2,000 ppb"
Sunnyside Estates,Bromoform,0.325 ppb,0.5 ppb,
Sunnyside Estates,Chloroform,0.700 ppb,0.4 ppb,
Sunnyside Estates,Chromium (total),1.000 ppb,,100 ppb
Sunnyside Estates,Fluoride,0.0400 ppm,,4 ppm
Sunnyside Estates,Selenium,0.367 ppb,30 ppb,50 ppb
Sunnyside Estates,None,,,
Theresa Waterworks,Arsenic,0.470 ppb,0.004 ppb,10 ppb
Theresa Waterworks,Bromodichloromethane,0.451 ppb,0.06 ppb,
Theresa Waterworks,Dibromochloromethane,0.496 ppb,0.1 ppb,
Theresa Waterworks,Haloacetic acids (HAA5)†,0.314 ppb,0.1 ppb,60 ppb
Theresa Waterworks,"Radium, combined (-226 &amp; -228)",2.96 pCi/L,0.05 pCi/L,5 pCi/L
Theresa Waterworks,Total trihalomethanes (TTHMs)†,1.77 ppb,0.15 ppb,80 ppb
Theresa Waterworks,Barium,37.5 ppb,700 ppb,"2,000 ppb"
Theresa Waterworks,Bromoform,0.158 ppb,0.5 ppb,
Theresa Waterworks,Chloroform,0.744 ppb,0.4 ppb,
Theresa Waterworks,Chloromethane,0.0340 ppb,2.69 ppb,
Theresa Waterworks,Dibromoacetic acid,0.0760 ppb,0.04 ppb,
Theresa Waterworks,Dichloroacetic acid,0.104 ppb,0.2 ppb,
Theresa Waterworks,Fluoride,0.233 ppm,,4 ppm
Theresa Waterworks,Manganese,26.0 ppb,100 ppb,
Theresa Waterworks,MTBE,4.38 ppb,13 ppb,
Theresa Waterworks,Nitrate,0.0398 ppm,0.14 ppm,10 ppm
Theresa Waterworks,Nitrate and nitrite,0.0533 ppm,0.14 ppm,10 ppm
Theresa Waterworks,Silver,0.140 ppb,,
Theresa Waterworks,Trichloroacetic acid,0.134 ppb,0.1 ppb,
Theresa Waterworks,None,,,
Waupun Correctional Inst,Bromodichloromethane,1.15 ppb,0.06 ppb,
Waupun Correctional Inst,Chloroform,2.62 ppb,0.4 ppb,
Waupun Correctional Inst,Dibromoacetic acid,0.156 ppb,0.04 ppb,
Waupun Correctional Inst,Dibromochloromethane,0.600 ppb,0.1 ppb,
Waupun Correctional Inst,Dichloroacetic acid,2.14 ppb,0.2 ppb,
Waupun Correctional Inst,Haloacetic acids (HAA5)†,3.68 ppb,0.1 ppb,60 ppb
Waupun Correctional Inst,"Radium, combined (-226 &amp; -228)",4.51 pCi/L,0.05 pCi/L,5 pCi/L
