,Contaminant_Score,Simpson_Race_DI_score,Simpson_Ethnic_DI_score,Shannon_Race_DI_score_score,Shannon_Ethnic_DI_score,Gini_Index_score,Total,Priority
758,1,1,1,1,1,0,5,1
759,0,0,0,0,0,0,0,0
760,1,1,0,0,0,0,2,0
761,0,1,0,0,0,0,1,0
762,0,1,0,0,0,0,1,0
763,1,1,0,0,0,0,2,0
764,0,1,0,1,0,0,2,0
765,1,1,1,1,1,0,5,1
766,0,1,0,1,0,0,2,0
767,0,0,0,0,0,0,0,0
768,1,1,0,1,0,0,3,0
769,1,1,0,0,0,0,2,0
770,0,1,0,1,0,0,2,0
771,0,1,1,1,1,0,4,1
772,0,0,0,0,0,0,0,0
773,0,1,0,0,0,0,1,0
774,0,1,0,0,0,0,1,0
775,0,1,0,0,0,0,1,0
776,0,0,0,0,0,0,0,0
777,0,1,0,0,0,0,1,0
778,1,1,1,1,1,0,5,1
779,1,1,1,1,1,0,5,1
780,0,1,0,0,0,0,1,0
781,0,1,1,1,1,0,4,1
782,1,1,1,1,1,0,5,1
783,1,1,1,1,1,0,5,1
784,0,1,0,0,0,0,1,0
785,0,1,0,0,0,0,1,0
786,1,1,0,0,0,0,2,0
787,0,0,0,0,0,0,0,0
788,1,1,1,1,1,0,5,1
789,1,1,1,1,1,0,5,1
790,0,1,0,0,0,0,1,0
791,1,1,1,1,1,0,5,1
792,0,1,0,0,0,0,1,0
793,1,0,0,0,0,0,1,0
794,0,1,1,1,1,1,5,1
795,0,1,1,1,1,0,4,1
796,0,0,0,0,0,0,0,0
797,0,1,0,0,1,0,2,0
798,0,1,0,0,0,0,1,0
799,0,1,0,0,0,0,1,0
800,0,1,0,0,0,0,1,0
801,0,1,0,0,0,0,1,0
802,1,1,0,0,0,0,2,0
803,0,1,0,0,0,0,1,0
804,0,1,0,0,0,0,1,0
805,0,0,0,0,0,0,0,0
806,0,1,0,0,0,0,1,0
807,0,1,0,0,0,0,1,0
808,1,1,0,0,0,0,2,0
809,0,1,0,0,0,0,1,0
810,1,1,1,1,1,0,5,1
811,0,1,0,0,0,0,1,0
812,0,1,0,1,1,0,3,0
813,0,0,0,0,0,0,0,0
814,1,1,0,0,0,1,3,0
815,1,0,0,0,0,0,1,0
816,0,1,0,0,0,0,1,0
817,1,1,0,0,0,0,2,0
818,0,0,0,0,0,0,0,0
819,1,1,0,0,0,0,2,0
820,0,0,0,0,0,0,0,0
821,0,1,0,0,0,0,1,0
822,1,1,0,0,0,0,2,0
823,0,0,0,0,0,0,0,0
824,0,1,1,1,1,0,4,1
825,0,1,0,0,0,0,1,0
826,0,1,0,0,0,0,1,0
827,1,1,0,0,0,0,2,0
828,0,0,0,0,0,0,0,0
829,0,1,0,0,0,0,1,0
830,0,1,0,0,0,0,1,0
831,1,0,0,0,0,0,1,0
832,1,1,0,0,0,0,2,0
833,1,1,0,0,0,1,3,0
834,0,0,0,0,0,0,0,0
835,0,0,0,0,0,1,1,0
836,0,0,0,0,0,0,0,0
837,0,1,0,0,0,0,1,0
838,0,1,0,0,0,0,1,0
839,1,1,0,0,0,0,2,0
840,1,1,0,0,0,0,2,0
841,0,0,0,0,0,0,0,0
842,0,0,0,0,0,0,0,0
843,1,0,0,0,0,0,1,0
844,0,0,0,0,0,0,0,0
845,1,0,0,0,0,1,2,0
846,0,0,0,0,0,0,0,0
847,0,0,0,0,0,0,0,0
848,1,1,0,0,0,0,2,0
849,1,0,0,0,0,0,1,0
850,0,1,1,1,1,0,4,1
851,1,1,1,1,1,0,5,1
852,1,1,1,1,1,0,5,1
853,0,1,1,1,1,0,4,1
854,1,1,1,1,1,0,5,1
855,1,1,1,1,1,0,5,1
856,1,1,1,1,1,0,5,1
857,1,1,1,1,1,0,5,1
858,1,1,1,1,1,0,5,1
859,1,1,1,1,1,0,5,1
860,0,1,1,1,1,0,4,1
861,0,1,1,1,1,0,4,1
862,1,1,1,1,1,0,5,1
863,1,1,1,1,1,0,5,1
864,0,1,1,1,1,0,4,1
865,1,1,1,1,1,0,5,1
866,0,1,1,1,1,0,4,1
867,1,1,1,1,1,0,5,1
868,0,1,1,1,1,0,4,1
869,1,1,1,1,1,0,5,1
870,1,1,1,1,1,0,5,1
871,0,1,1,1,1,1,5,1
872,0,1,1,1,1,0,4,1
873,1,1,1,1,1,0,5,1
874,1,1,1,1,1,0,5,1
875,1,1,1,1,1,0,5,1
876,0,1,1,1,1,0,4,1
877,0,1,1,1,1,0,4,1
878,0,1,1,1,1,0,4,1
879,0,1,1,1,1,0,4,1
880,1,1,1,1,1,0,5,1
881,1,1,1,1,1,0,5,1
