Utility,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit
Bangor Water District,Barium,1.37 ppb,700 ppb,"2,000 ppb"
Bangor Water District,Bromodichloromethane,0.0818 ppb,0.06 ppb,
Bangor Water District,Chlorate,155.9 ppb,210 ppb,
Bangor Water District,Chromium (total),0.320 ppb,,100 ppb
Bangor Water District,Fluoride,0.671 ppm,,4 ppm
Bangor Water District,Manganese,3.46 ppb,100 ppb,
Bangor Water District,Monobromoacetic acid,0.0698 ppb,25 ppb,
Bangor Water District,Monochloroacetic acid,3.12 ppb,53 ppb,
Bangor Water District,Strontium,0.00891 ppb,"1,500 ppb",
Bangor Water District,Uranium,0.28 pCi/L,0.43 pCi/L,20 pCi/L
Bangor Water District,Vanadium,0.0388 ppb,21 ppb,
Bangor Water District,None,,,
Burke V,Bromodichloromethane,2.15 ppb,0.06 ppb,
Burke V,Chloroform,6.55 ppb,0.4 ppb,
Burke V,Dibromochloromethane,0.678 ppb,0.1 ppb,
Burke V,Dichloroacetic acid,2.43 ppb,0.2 ppb,
Burke V,Haloacetic acids (HAA5)†,4.10 ppb,0.1 ppb,60 ppb
Burke V,Total trihalomethanes (TTHMs)†,9.40 ppb,0.15 ppb,80 ppb
Burke V,Trichloroacetic acid,1.68 ppb,0.1 ppb,
Burke V,Barium,34.5 ppb,700 ppb,"2,000 ppb"
Burke V,Manganese,49.0 ppb,100 ppb,
Burke V,Nitrate,0.123 ppm,0.14 ppm,10 ppm
Burke V,None,,,
Chateaugay V,Bromodichloromethane,2.19 ppb,0.06 ppb,
Chateaugay V,Chloroform,6.43 ppb,0.4 ppb,
Chateaugay V,Dibromochloromethane,0.526 ppb,0.1 ppb,
Chateaugay V,Dichloroacetic acid,3.72 ppb,0.2 ppb,
Chateaugay V,Haloacetic acids (HAA5)†,7.10 ppb,0.1 ppb,60 ppb
Chateaugay V,Nitrate,2.55 ppm,0.14 ppm,10 ppm
Chateaugay V,Total trihalomethanes (TTHMs)†,9.15 ppb,0.15 ppb,80 ppb
Chateaugay V,Trichloroacetic acid,3.33 ppb,0.1 ppb,
Chateaugay V,Barium,28.2 ppb,700 ppb,"2,000 ppb"
Chateaugay V,Chromium (total),0.300 ppb,,100 ppb
Chateaugay V,Monochloroacetic acid,0.0496 ppb,53 ppb,
Chateaugay V,None,,,
Oak Hills Mobile Home Park,Arsenic,3.59 ppb,0.004 ppb,10 ppb
Oak Hills Mobile Home Park,Bromodichloromethane,0.970 ppb,0.06 ppb,
Oak Hills Mobile Home Park,Chloroform,1.35 ppb,0.4 ppb,
Oak Hills Mobile Home Park,Dibromochloromethane,0.657 ppb,0.1 ppb,
Oak Hills Mobile Home Park,Dichloroacetic acid,1.04 ppb,0.2 ppb,
Oak Hills Mobile Home Park,Total trihalomethanes (TTHMs)†,2.81 ppb,0.15 ppb,80 ppb
Oak Hills Mobile Home Park,Trichloroacetic acid,0.858 ppb,0.1 ppb,
Oak Hills Mobile Home Park,Barium,79.3 ppb,700 ppb,"2,000 ppb"
Oak Hills Mobile Home Park,Fluoride,1.41 ppm,,4 ppm
Oak Hills Mobile Home Park,Haloacetic acids (HAA5)†,0.200 ppb,0.1 ppb,60 ppb
Oak Hills Mobile Home Park,None,,,
Apple Ridge Apartments East,Bromodichloromethane,3.20 ppb,0.06 ppb,
Apple Ridge Apartments East,Chloroform,4.10 ppb,0.4 ppb,
Apple Ridge Apartments East,Dibromoacetic acid,1.80 ppb,0.04 ppb,
Apple Ridge Apartments East,Dibromochloromethane,2.20 ppb,0.1 ppb,
Apple Ridge Apartments East,Dichloroacetic acid,4.80 ppb,0.2 ppb,
Apple Ridge Apartments East,Haloacetic acids (HAA5)†,11.1 ppb,0.1 ppb,60 ppb
Apple Ridge Apartments East,Nitrate,2.79 ppm,0.14 ppm,10 ppm
Apple Ridge Apartments East,Nitrate and nitrite,1.50 ppm,0.14 ppm,10 ppm
Apple Ridge Apartments East,"Radium, combined (-226 &amp; -228)",0.63 pCi/L,0.05 pCi/L,5 pCi/L
Apple Ridge Apartments East,Total trihalomethanes (TTHMs)†,9.50 ppb,0.15 ppb,80 ppb
Apple Ridge Apartments East,Trichloroacetic acid,4.50 ppb,0.1 ppb,
Apple Ridge Apartments East,Barium,100.0 ppb,700 ppb,"2,000 ppb"
Apple Ridge Apartments East,Manganese,9.10 ppb,100 ppb,
Apple Ridge Apartments East,None,,,
Baldwinsville Village,Bromodichloromethane,1.98 ppb,0.06 ppb,
Baldwinsville Village,Bromoform,7.60 ppb,0.5 ppb,
Baldwinsville Village,Dibromoacetic acid,2.73 ppb,0.04 ppb,
Baldwinsville Village,Dibromochloromethane,5.11 ppb,0.1 ppb,
Baldwinsville Village,Dichloroacetic acid,0.475 ppb,0.2 ppb,
Baldwinsville Village,Haloacetic acids (HAA5)†,3.91 ppb,0.1 ppb,60 ppb
Baldwinsville Village,Nitrate,4.29 ppm,0.14 ppm,10 ppm
Baldwinsville Village,Nitrate and nitrite,3.60 ppm,0.14 ppm,10 ppm
Baldwinsville Village,"Radium, combined (-226 &amp; -228)",0.54 pCi/L,0.05 pCi/L,5 pCi/L
Baldwinsville Village,Radon,554.00 pCi/L,1.5 pCi/L,
Baldwinsville Village,Total trihalomethanes (TTHMs)†,15.2 ppb,0.15 ppb,80 ppb
Baldwinsville Village,Uranium,1.13 pCi/L,0.43 pCi/L,20 pCi/L
Baldwinsville Village,Barium,197.2 ppb,700 ppb,"2,000 ppb"
Baldwinsville Village,Benzo[a]pyrene,0.00230 ppb,0.007 ppb,0.2 ppb
Baldwinsville Village,Chloroform,0.423 ppb,0.4 ppb,
Baldwinsville Village,Chromium (total),0.0330 ppb,,100 ppb
Baldwinsville Village,Fluoride,0.726 ppm,,4 ppm
Baldwinsville Village,Manganese,1.67 ppb,100 ppb,
Baldwinsville Village,Monobromoacetic acid,0.308 ppb,25 ppb,
Baldwinsville Village,Monochloroacetic acid,0.392 ppb,53 ppb,
Baldwinsville Village,Selenium,0.0320 ppb,30 ppb,50 ppb
Baldwinsville Village,None,,,
Cardiff Tookes Spring,Bromodichloromethane,8.85 ppb,0.06 ppb,
Cardiff Tookes Spring,Bromoform,4.04 ppb,0.5 ppb,
Cardiff Tookes Spring,Chloroform,9.35 ppb,0.4 ppb,
Cardiff Tookes Spring,Dibromochloromethane,8.24 ppb,0.1 ppb,
Cardiff Tookes Spring,Dichloroacetic acid,1.62 ppb,0.2 ppb,
Cardiff Tookes Spring,Haloacetic acids (HAA5)†,3.38 ppb,0.1 ppb,60 ppb
Cardiff Tookes Spring,Nitrate,1.50 ppm,0.14 ppm,10 ppm
Cardiff Tookes Spring,Nitrate and nitrite,1.55 ppm,0.14 ppm,10 ppm
Cardiff Tookes Spring,"Radium, combined (-226 &amp; -228)",0.69 pCi/L,0.05 pCi/L,5 pCi/L
Cardiff Tookes Spring,Total trihalomethanes (TTHMs)†,30.5 ppb,0.15 ppb,80 ppb
Cardiff Tookes Spring,Trichloroacetic acid,1.75 ppb,0.1 ppb,
Cardiff Tookes Spring,Barium,110.5 ppb,700 ppb,"2,000 ppb"
Cardiff Tookes Spring,None,,,
Elbridge Village,Bromodichloromethane,8.28 ppb,0.06 ppb,
Elbridge Village,Chloroform,28.4 ppb,0.4 ppb,
Elbridge Village,Chromium (hexavalent)*,0.0567 ppb,0.02 ppb,
Elbridge Village,Dibromoacetic acid*,0.0807 ppb,0.04 ppb,
Elbridge Village,Dibromochloromethane,1.96 ppb,0.1 ppb,
Elbridge Village,Dichloroacetic acid,5.16 ppb,0.2 ppb,
Elbridge Village,Haloacetic acids (HAA5)†,15.1 ppb,0.1 ppb,60 ppb
Elbridge Village,Haloacetic acids (HAA9)*†,26.3 ppb,0.06 ppb,
Elbridge Village,Nitrate*,0.463 ppm,0.14 ppm,10 ppm
Elbridge Village,Nitrate and nitrite*,0.463 ppm,0.14 ppm,10 ppm
Elbridge Village,Total trihalomethanes (TTHMs)†,38.8 ppb,0.15 ppb,80 ppb
Elbridge Village,Trichloroacetic acid,9.42 ppb,0.1 ppb,
Elbridge Village,"4-Androstene-3,17-dione*",0.0860 ppt,,
Elbridge Village,Barium*,24.5 ppb,700 ppb,"2,000 ppb"
Elbridge Village,Chlorate*,62.8 ppb,210 ppb,
Elbridge Village,Chromium (total)*,0.403 ppb,,100 ppb
Elbridge Village,Cyanide*,1.02 ppb,,200 ppb
Elbridge Village,Di(2-ethylhexyl) phthalate*,0.132 ppb,3 ppb,6 ppb
Elbridge Village,Fluoride*,0.510 ppm,,4 ppm
Elbridge Village,Manganese*,0.680 ppb,100 ppb,
Elbridge Village,Molybdenum*,0.300 ppb,40 ppb,
Elbridge Village,Monobromoacetic acid*,0.117 ppb,25 ppb,
Elbridge Village,Monochloroacetic acid,0.600 ppb,53 ppb,
Elbridge Village,Strontium*,0.119 ppb,"1,500 ppb",
Elbridge Village,Testosterone*,0.275 ppt,,
Elbridge Village,Toluene*,0.0221 ppb,150 ppb,"1,000 ppb"
Elbridge Village,Vanadium*,0.0450 ppb,21 ppb,
Elbridge Village,None,,,
Lords Hill Apartments,Bromodichloromethane,4.90 ppb,0.06 ppb,
Lords Hill Apartments,Bromoform,3.90 ppb,0.5 ppb,
Lords Hill Apartments,Chloroform,3.10 ppb,0.4 ppb,
Lords Hill Apartments,Dibromoacetic acid,1.40 ppb,0.04 ppb,
Lords Hill Apartments,Dibromochloromethane,6.30 ppb,0.1 ppb,
Lords Hill Apartments,Dichloroacetic acid,2.60 ppb,0.2 ppb,
Lords Hill Apartments,Haloacetic acids (HAA5)†,5.10 ppb,0.1 ppb,60 ppb
Lords Hill Apartments,Nitrate,1.02 ppm,0.14 ppm,10 ppm
Lords Hill Apartments,Nitrate and nitrite,0.600 ppm,0.14 ppm,10 ppm
Lords Hill Apartments,"Radium, combined (-226 &amp; -228)",2.41 pCi/L,0.05 pCi/L,5 pCi/L
Lords Hill Apartments,Total trihalomethanes (TTHMs)†,18.2 ppb,0.15 ppb,80 ppb
Lords Hill Apartments,Trichloroacetic acid,1.10 ppb,0.1 ppb,
Lords Hill Apartments,Barium,109.0 ppb,700 ppb,"2,000 ppb"
Lords Hill Apartments,Fluoride,0.805 ppm,,4 ppm
Lords Hill Apartments,None,,,
Mayer Mobile Manor Mobile Home Park,Bromodichloromethane,0.935 ppb,0.06 ppb,
Mayer Mobile Manor Mobile Home Park,Chloroform,1.85 ppb,0.4 ppb,
Mayer Mobile Manor Mobile Home Park,Dibromochloromethane,0.290 ppb,0.1 ppb,
Mayer Mobile Manor Mobile Home Park,Dichloroacetic acid,1.000 ppb,0.2 ppb,
Mayer Mobile Manor Mobile Home Park,Haloacetic acids (HAA5)†,1.000 ppb,0.1 ppb,60 ppb
Mayer Mobile Manor Mobile Home Park,"Radium, combined (-226 &amp; -228)",0.59 pCi/L,0.05 pCi/L,5 pCi/L
Mayer Mobile Manor Mobile Home Park,Total trihalomethanes (TTHMs)†,3.25 ppb,0.15 ppb,80 ppb
Mayer Mobile Manor Mobile Home Park,Barium,30.0 ppb,700 ppb,"2,000 ppb"
Mayer Mobile Manor Mobile Home Park,Fluoride,0.0750 ppm,,4 ppm
Mayer Mobile Manor Mobile Home Park,None,,,
Skaneateles Village,Bromodichloromethane,8.82 ppb,0.06 ppb,
Skaneateles Village,Chloroform,31.0 ppb,0.4 ppb,
Skaneateles Village,Chromium (hexavalent)*,0.0567 ppb,0.02 ppb,
Skaneateles Village,Dibromoacetic acid*,0.0807 ppb,0.04 ppb,
Skaneateles Village,Dibromochloromethane,2.02 ppb,0.1 ppb,
Skaneateles Village,Dichloroacetic acid,10.4 ppb,0.2 ppb,
Skaneateles Village,Haloacetic acids (HAA5)†,21.8 ppb,0.1 ppb,60 ppb
Skaneateles Village,Haloacetic acids (HAA9)*†,26.3 ppb,0.06 ppb,
Skaneateles Village,Nitrate*,0.463 ppm,0.14 ppm,10 ppm
Skaneateles Village,Nitrate and nitrite*,0.463 ppm,0.14 ppm,10 ppm
Skaneateles Village,Total trihalomethanes (TTHMs)†,42.0 ppb,0.15 ppb,80 ppb
Skaneateles Village,Trichloroacetic acid,11.0 ppb,0.1 ppb,
Skaneateles Village,"4-Androstene-3,17-dione*",0.0860 ppt,,
Skaneateles Village,Barium*,24.5 ppb,700 ppb,"2,000 ppb"
Skaneateles Village,Bromoform,0.1000 ppb,0.5 ppb,
Skaneateles Village,Chlorate*,62.8 ppb,210 ppb,
Skaneateles Village,Chromium (total)*,0.403 ppb,,100 ppb
Skaneateles Village,Cyanide*,1.02 ppb,,200 ppb
Skaneateles Village,Di(2-ethylhexyl) phthalate*,0.132 ppb,3 ppb,6 ppb
Skaneateles Village,Fluoride*,0.510 ppm,,4 ppm
Skaneateles Village,Manganese*,0.680 ppb,100 ppb,
Skaneateles Village,Molybdenum*,0.300 ppb,40 ppb,
Skaneateles Village,Monobromoacetic acid*,0.117 ppb,25 ppb,
Skaneateles Village,Monochloroacetic acid,0.400 ppb,53 ppb,
Skaneateles Village,Strontium*,0.119 ppb,"1,500 ppb",
Skaneateles Village,Testosterone*,0.275 ppt,,
Skaneateles Village,Toluene*,0.0221 ppb,150 ppb,"1,000 ppb"
Skaneateles Village,Vanadium*,0.0450 ppb,21 ppb,
Skaneateles Village,None,,,
Syracuse City,Bromodichloromethane,6.84 ppb,0.06 ppb,
Syracuse City,Chloroform,23.6 ppb,0.4 ppb,
Syracuse City,Chromium (hexavalent),0.0567 ppb,0.02 ppb,
Syracuse City,Dibromoacetic acid,0.0807 ppb,0.04 ppb,
Syracuse City,Dibromochloromethane,1.74 ppb,0.1 ppb,
Syracuse City,Dichloroacetic acid,11.4 ppb,0.2 ppb,
Syracuse City,Haloacetic acids (HAA5)†,22.6 ppb,0.1 ppb,60 ppb
Syracuse City,Haloacetic acids (HAA9)†,26.3 ppb,0.06 ppb,
Syracuse City,Nitrate,0.463 ppm,0.14 ppm,10 ppm
Syracuse City,Nitrate and nitrite,0.463 ppm,0.14 ppm,10 ppm
Syracuse City,Total trihalomethanes (TTHMs)†,32.2 ppb,0.15 ppb,80 ppb
Syracuse City,Trichloroacetic acid,10.1 ppb,0.1 ppb,
Syracuse City,"4-Androstene-3,17-dione",0.0860 ppt,,
Syracuse City,Barium,24.5 ppb,700 ppb,"2,000 ppb"
Syracuse City,Chlorate,62.8 ppb,210 ppb,
Syracuse City,Chromium (total),0.403 ppb,,100 ppb
Syracuse City,Cyanide,1.02 ppb,,200 ppb
Syracuse City,Di(2-ethylhexyl) phthalate,0.132 ppb,3 ppb,6 ppb
Syracuse City,Fluoride,0.510 ppm,,4 ppm
Syracuse City,Manganese,0.680 ppb,100 ppb,
Syracuse City,Molybdenum,0.300 ppb,40 ppb,
Syracuse City,Monobromoacetic acid,0.117 ppb,25 ppb,
Syracuse City,Monochloroacetic acid,0.911 ppb,53 ppb,
Syracuse City,Strontium,0.119 ppb,"1,500 ppb",
Syracuse City,Testosterone,0.275 ppt,,
Syracuse City,Toluene,0.0221 ppb,150 ppb,"1,000 ppb"
Syracuse City,Vanadium,0.0450 ppb,21 ppb,
Syracuse City,None,,,
Owasco Water District,Bromodichloromethane,7.45 ppb,0.06 ppb,
Owasco Water District,Chloroform,47.4 ppb,0.4 ppb,
Owasco Water District,Dibromochloromethane,1.57 ppb,0.1 ppb,
Owasco Water District,Dichloroacetic acid,17.4 ppb,0.2 ppb,
Owasco Water District,Haloacetic acids (HAA5)†,42.9 ppb,0.1 ppb,60 ppb
Owasco Water District,Nitrate,0.996 ppm,0.14 ppm,10 ppm
Owasco Water District,Total trihalomethanes (TTHMs)†,56.6 ppb,0.15 ppb,80 ppb
Owasco Water District,Trichloroacetic acid,23.8 ppb,0.1 ppb,
Owasco Water District,Barium,21.3 ppb,700 ppb,"2,000 ppb"
Owasco Water District,Bromoform,0.181 ppb,0.5 ppb,
Owasco Water District,Monochloroacetic acid,1.66 ppb,53 ppb,
Owasco Water District,None,,,
Sennett Water District #6,Bromodichloromethane,9.19 ppb,0.06 ppb,
Sennett Water District #6,Chloroform,48.2 ppb,0.4 ppb,
Sennett Water District #6,Dibromoacetic acid,0.0931 ppb,0.04 ppb,
Sennett Water District #6,Dibromochloromethane,1.54 ppb,0.1 ppb,
Sennett Water District #6,Dichloroacetic acid,10.1 ppb,0.2 ppb,
Sennett Water District #6,Haloacetic acids (HAA5)†,26.6 ppb,0.1 ppb,60 ppb
Sennett Water District #6,Haloacetic acids (HAA9)*†,27.9 ppb,0.06 ppb,
Sennett Water District #6,Nitrate*,0.864 ppm,0.14 ppm,10 ppm
Sennett Water District #6,Total trihalomethanes (TTHMs)†,59.1 ppb,0.15 ppb,80 ppb
Sennett Water District #6,Trichloroacetic acid,16.3 ppb,0.1 ppb,
Sennett Water District #6,Barium*,21.3 ppb,700 ppb,"2,000 ppb"
Sennett Water District #6,Chlorate*,85.0 ppb,210 ppb,
Sennett Water District #6,Chromium (hexavalent)*,0.0310 ppb,0.02 ppb,
Sennett Water District #6,Chromium (total)*,1.02 ppb,,100 ppb
Sennett Water District #6,Cyanide*,18.0 ppb,,200 ppb
Sennett Water District #6,Manganese*,1.10 ppb,100 ppb,
Sennett Water District #6,Monobromoacetic acid*,0.0260 ppb,25 ppb,
Sennett Water District #6,Monochloroacetic acid,0.166 ppb,53 ppb,
Sennett Water District #6,Strontium*,0.0835 ppb,"1,500 ppb",
Sennett Water District #6,None,,,
Union Springs Village,"1,2,3-Trichloropropane",0.0208 ppb,0.0007 ppb,
Union Springs Village,Bromodichloromethane,3.52 ppb,0.06 ppb,
Union Springs Village,Bromoform,5.56 ppb,0.5 ppb,
Union Springs Village,Chloroform,1.18 ppb,0.4 ppb,
Union Springs Village,Dibromoacetic acid,3.46 ppb,0.04 ppb,
Union Springs Village,Dibromochloromethane,6.91 ppb,0.1 ppb,
Union Springs Village,Dichloroacetic acid,2.68 ppb,0.2 ppb,
Union Springs Village,Haloacetic acids (HAA5)†,7.07 ppb,0.1 ppb,60 ppb
Union Springs Village,Nitrate,3.12 ppm,0.14 ppm,10 ppm
Union Springs Village,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Union Springs Village,Total trihalomethanes (TTHMs)†,17.2 ppb,0.15 ppb,80 ppb
Union Springs Village,"1,1,1,2-Tetrachloroethane",0.0208 ppb,1 ppb,
Union Springs Village,"1,1,1-Trichloroethane",0.0208 ppb,,200 ppb
Union Springs Village,"1,1,2,2-Tetrachloroethane",0.0208 ppb,0.1 ppb,
Union Springs Village,"1,1,2-Trichloroethane",0.0208 ppb,0.3 ppb,5 ppb
Union Springs Village,"1,1-Dichloroethane",0.0208 ppb,3 ppb,
Union Springs Village,"1,1-Dichloroethylene",0.0208 ppb,,7 ppb
Union Springs Village,"1,1-Dichloropropene",0.0208 ppb,,
Union Springs Village,"1,2,3-Trichlorobenzene",0.0208 ppb,,
Union Springs Village,"1,2,4-Trichlorobenzene",0.0208 ppb,5 ppb,70 ppb
Union Springs Village,"1,2,4-Trimethylbenzene",0.0208 ppb,,
Union Springs Village,"1,2-Dichloroethane",0.0208 ppb,0.4 ppb,5 ppb
Union Springs Village,"1,2-Dichloropropane",0.0208 ppb,0.5 ppb,5 ppb
Union Springs Village,"1,3,5-Trimethylbenzene",0.0208 ppb,,
Union Springs Village,"1,3-Dichloropropane",0.0208 ppb,,
Union Springs Village,"2,2-Dichloropropane",0.0208 ppb,,
Union Springs Village,Barium,85.5 ppb,700 ppb,"2,000 ppb"
Union Springs Village,Benzene,0.0208 ppb,0.15 ppb,5 ppb
Union Springs Village,Bromobenzene,0.0208 ppb,,
Union Springs Village,Bromochloromethane,0.0208 ppb,,
Union Springs Village,Bromomethane,0.0208 ppb,,
Union Springs Village,Carbon tetrachloride,0.0208 ppb,0.1 ppb,5 ppb
Union Springs Village,Chloroethane,0.0208 ppb,,
Union Springs Village,Chloromethane,0.0208 ppb,2.69 ppb,
Union Springs Village,"cis-1,2-Dichloroethylene",0.667 ppb,,70 ppb
Union Springs Village,"cis-1,3-Dichloropropene",0.0208 ppb,,
Union Springs Village,Dibromomethane,0.0208 ppb,,
Union Springs Village,Dichlorodifluoromethane,0.0208 ppb,,
Union Springs Village,Dichloromethane (methylene chloride),0.0208 ppb,4 ppb,5 ppb
Union Springs Village,Fluoride,0.200 ppm,,4 ppm
Union Springs Village,Hexachlorobutadiene,0.0208 ppb,,
Union Springs Village,Isopropylbenzene,0.0208 ppb,,
Union Springs Village,m-Dichlorobenzene,0.0208 ppb,,
Union Springs Village,Monochloroacetic acid,0.950 ppb,53 ppb,
Union Springs Village,Monochlorobenzene (chlorobenzene),0.0208 ppb,70 ppb,100 ppb
Union Springs Village,MTBE,0.0208 ppb,13 ppb,
Union Springs Village,n-Butylbenzene,0.0208 ppb,,
Union Springs Village,n-Propylbenzene,0.0208 ppb,,
Union Springs Village,o-Chlorotoluene,0.0208 ppb,,
Union Springs Village,o-Dichlorobenzene,0.0208 ppb,600 ppb,600 ppb
Union Springs Village,p-Chlorotoluene,0.0208 ppb,,
Union Springs Village,p-Dichlorobenzene,0.0208 ppb,6 ppb,75 ppb
Union Springs Village,p-Isopropyltoluene,0.0208 ppb,,
Union Springs Village,sec-Butylbenzene,0.0208 ppb,,
Union Springs Village,Styrene,0.0208 ppb,0.5 ppb,100 ppb
Union Springs Village,tert-Butylbenzene,0.0208 ppb,,
Union Springs Village,Tetrachloroethylene (perchloroethylene),0.0208 ppb,0.06 ppb,5 ppb
Union Springs Village,Toluene,0.0208 ppb,150 ppb,"1,000 ppb"
Union Springs Village,"trans-1,2-Dichloroethylene",0.0208 ppb,60 ppb,100 ppb
Union Springs Village,"trans-1,3-Dichloropropene",0.0208 ppb,,
Union Springs Village,Trichloroethylene,0.0208 ppb,0.4 ppb,5 ppb
Union Springs Village,Trichlorofluoromethane,0.0208 ppb,"1,300 ppb",
Union Springs Village,Vinyl chloride,0.0208 ppb,0.05 ppb,2 ppb
Union Springs Village,Xylenes (total),0.0625 ppb,"1,800 ppb","10,000 ppb"
Union Springs Village,None,,,
Oswego City,Bromodichloromethane,12.4 ppb,0.06 ppb,
Oswego City,Chloroform,20.7 ppb,0.4 ppb,
Oswego City,Chromium (hexavalent),0.0811 ppb,0.02 ppb,
Oswego City,Dibromoacetic acid,0.505 ppb,0.04 ppb,
Oswego City,Dibromochloromethane,5.56 ppb,0.1 ppb,
Oswego City,Dichloroacetic acid,7.36 ppb,0.2 ppb,
Oswego City,Haloacetic acids (HAA5)†,15.1 ppb,0.1 ppb,60 ppb
Oswego City,Haloacetic acids (HAA9)†,24.7 ppb,0.06 ppb,
Oswego City,Nitrate and nitrite,0.293 ppm,0.14 ppm,10 ppm
Oswego City,"Radium, combined (-226 &amp; -228)",1.50 pCi/L,0.05 pCi/L,5 pCi/L
Oswego City,Total trihalomethanes (TTHMs)†,39.1 ppb,0.15 ppb,80 ppb
Oswego City,Trichloroacetic acid,6.44 ppb,0.1 ppb,
Oswego City,Barium,62.2 ppb,700 ppb,"2,000 ppb"
Oswego City,Bromoform,0.374 ppb,0.5 ppb,
Oswego City,Chlorate,13.6 ppb,210 ppb,
Oswego City,Chromium (total),0.547 ppb,,100 ppb
Oswego City,Cyanide,7.50 ppb,,200 ppb
Oswego City,Fluoride,0.683 ppm,,4 ppm
Oswego City,Manganese,0.280 ppb,100 ppb,
Oswego City,Molybdenum,1.23 ppb,40 ppb,
Oswego City,Monobromoacetic acid,0.0217 ppb,25 ppb,
Oswego City,Monochloroacetic acid,0.787 ppb,53 ppb,
Oswego City,Nitrate,0.228 ppm,0.14 ppm,10 ppm
Oswego City,Strontium,0.196 ppb,"1,500 ppb",
Oswego City,Vanadium,0.120 ppb,21 ppb,
Oswego City,None,,,
Canal Fulton City Public Water System,Arsenic,2.00 ppb,0.004 ppb,10 ppb
Canal Fulton City Public Water System,Bromodichloromethane,6.35 ppb,0.06 ppb,
Canal Fulton City Public Water System,Bromoform,2.34 ppb,0.5 ppb,
Canal Fulton City Public Water System,Chloroform,7.72 ppb,0.4 ppb,
Canal Fulton City Public Water System,Dibromoacetic acid,0.384 ppb,0.04 ppb,
Canal Fulton City Public Water System,Dibromochloromethane,5.88 ppb,0.1 ppb,
Canal Fulton City Public Water System,Dichloroacetic acid,0.832 ppb,0.2 ppb,
Canal Fulton City Public Water System,Haloacetic acids (HAA5)†,3.12 ppb,0.1 ppb,60 ppb
Canal Fulton City Public Water System,"Radium, combined (-226 &amp; -228)",0.67 pCi/L,0.05 pCi/L,5 pCi/L
Canal Fulton City Public Water System,Total trihalomethanes (TTHMs)†,29.9 ppb,0.15 ppb,80 ppb
Canal Fulton City Public Water System,Barium,205.0 ppb,700 ppb,"2,000 ppb"
Canal Fulton City Public Water System,Bromomethane,1.48 ppb,,
Canal Fulton City Public Water System,Chromium (total),0.635 ppb,,100 ppb
Canal Fulton City Public Water System,Fluoride,0.860 ppm,,4 ppm
Canal Fulton City Public Water System,Monochloroacetic acid,1.79 ppb,53 ppb,
Canal Fulton City Public Water System,Nitrate,0.0708 ppm,0.14 ppm,10 ppm
Canal Fulton City Public Water System,Trichloroacetic acid,0.114 ppb,0.1 ppb,
Canal Fulton City Public Water System,None,,,
Scriba Water District (oswego),Bromodichloromethane,16.6 ppb,0.06 ppb,
Scriba Water District (oswego),Chloroform,36.3 ppb,0.4 ppb,
Scriba Water District (oswego),Dibromoacetic acid,0.707 ppb,0.04 ppb,
Scriba Water District (oswego),Dibromochloromethane,6.46 ppb,0.1 ppb,
Scriba Water District (oswego),Dichloroacetic acid,9.10 ppb,0.2 ppb,
Scriba Water District (oswego),Haloacetic acids (HAA5)†,18.9 ppb,0.1 ppb,60 ppb
Scriba Water District (oswego),Total trihalomethanes (TTHMs)†,59.9 ppb,0.15 ppb,80 ppb
Scriba Water District (oswego),Trichloroacetic acid,8.37 ppb,0.1 ppb,
Scriba Water District (oswego),Bromoform,0.574 ppb,0.5 ppb,
Scriba Water District (oswego),Monobromoacetic acid,0.124 ppb,25 ppb,
Scriba Water District (oswego),Monochloroacetic acid,0.648 ppb,53 ppb,
Mexico Village,Bromodichloromethane,3.08 ppb,0.06 ppb,
Mexico Village,Bromoform,3.14 ppb,0.5 ppb,
Mexico Village,Chloroform,1.56 ppb,0.4 ppb,
Mexico Village,Dibromoacetic acid,1.58 ppb,0.04 ppb,
Mexico Village,Dibromochloromethane,4.58 ppb,0.1 ppb,
Mexico Village,Dichloroacetic acid,0.820 ppb,0.2 ppb,
Mexico Village,Haloacetic acids (HAA5)†,3.68 ppb,0.1 ppb,60 ppb
Mexico Village,Nitrate,0.340 ppm,0.14 ppm,10 ppm
Mexico Village,Total trihalomethanes (TTHMs)†,12.4 ppb,0.15 ppb,80 ppb
Mexico Village,Barium,39.3 ppb,700 ppb,"2,000 ppb"
Mexico Village,Manganese,17.7 ppb,100 ppb,
Mexico Village,Monobromoacetic acid,0.260 ppb,25 ppb,
Mexico Village,Monochloroacetic acid,1.02 ppb,53 ppb,
Mexico Village,None,,,
Lee Water District,Bromodichloromethane,1.91 ppb,0.06 ppb,
Lee Water District,Chloroform,47.6 ppb,0.4 ppb,
