State,City,Zip,Utility,People served,Contaminant,Utility Measuremnt,EWG HEALTH GUIDELINE,Legal Limit,Units,Contaminant_Factor
ND,Breckenridge,58030.0,Breckenridge,3340,Radium combined (-226 &amp; -228),1.4,0.05,5,pCi/L,27.999999999999996
ND,Breckenridge,58030.0,Breckenridge,3340,Total trihalomethanes (TTHMs)†,3.77,0.15,80,ppb,25.133333333333333
ND,Breckenridge,58030.0,Breckenridge,3340,Trichloroacetic acid,0.383,0.1,0,ppb,3.83
ND,Breckenridge,58030.0,Breckenridge,3340,Bromoform,0.1,0.5,0,ppb,0.2
ND,Browns Valley,58030.0,Browns Valley,567,Arsenic,0.958,0.004,10,ppb,239.49999999999997
ND,Browns Valley,58030.0,Browns Valley,567,Bromodichloromethane,1.98,0.06,0,ppb,33.0
ND,Browns Valley,58030.0,Browns Valley,567,Bromoform,1.55,0.5,0,ppb,3.1
ND,Browns Valley,58030.0,Browns Valley,567,Dibromoacetic acid,0.433,0.04,0,ppb,10.825
ND,Browns Valley,58030.0,Browns Valley,567,Dibromochloromethane,3.02,0.1,0,ppb,30.2
ND,Browns Valley,58030.0,Browns Valley,567,Haloacetic acids (HAA5)†,0.65,0.1,60,ppb,6.5
ND,Browns Valley,58030.0,Browns Valley,567,Total trihalomethanes (TTHMs)†,8.64,0.15,80,ppb,57.60000000000001
ND,Browns Valley,58030.0,Browns Valley,567,Trichloroacetic acid,0.217,0.1,0,ppb,2.17
ND,Browns Valley,58030.0,Browns Valley,567,Barium,26.3,700.0,2000,ppb,0.037571428571428575
ND,Browns Valley,58030.0,Browns Valley,567,Chloroform,0.762,0.4,0,ppb,1.905
ND,Browns Valley,58030.0,Browns Valley,567,Nitrate,0.223,0.14,10,ppm,1.5928571428571427
ND,Campbell,58030.0,Campbell,159,Radium combined (-226 &amp; -228),1.2,0.05,5,pCi/L,23.999999999999996
ND,Campbell,58030.0,Campbell,159,Nitrate,0.0588,0.14,10,ppm,0.41999999999999993
ND,Dumont,58030.0,Dumont,71,Arsenic,4.12,0.004,10,ppb,1030.0
ND,Dumont,58030.0,Dumont,71,Bromodichloromethane,0.575,0.06,0,ppb,9.583333333333332
ND,Dumont,58030.0,Dumont,71,Chloroform,1.61,0.4,0,ppb,4.025
ND,Dumont,58030.0,Dumont,71,Dichloroacetic acid,2.3,0.2,0,ppb,11.499999999999998
ND,Dumont,58030.0,Dumont,71,Haloacetic acids (HAA5)†,2.3,0.1,60,ppb,22.999999999999996
ND,Dumont,58030.0,Dumont,71,Total trihalomethanes (TTHMs)†,2.19,0.15,80,ppb,14.6
ND,Dumont,58030.0,Dumont,71,Barium,34.2,700.0,2000,ppb,0.04885714285714286
ND,Rothsay,58030.0,Rothsay,493,Arsenic,4.7,0.004,10,ppb,1175.0
ND,Rothsay,58030.0,Rothsay,493,Dichloroacetic acid,0.575,0.2,0,ppb,2.8749999999999996
ND,Rothsay,58030.0,Rothsay,493,Haloacetic acids (HAA5)†,0.95,0.1,60,ppb,9.499999999999998
ND,Rothsay,58030.0,Rothsay,493,Nitrate,0.321,0.14,10,ppm,2.2928571428571427
ND,Rothsay,58030.0,Rothsay,493,Total trihalomethanes (TTHMs)†,0.367,0.15,80,ppb,2.4466666666666668
ND,Rothsay,58030.0,Rothsay,493,Trichloroacetic acid,0.375,0.1,0,ppb,3.75
ND,Rothsay,58030.0,Rothsay,493,Barium,32.2,700.0,2000,ppb,0.046000000000000006
ND,Rothsay,58030.0,Rothsay,493,Chloroform,0.367,0.4,0,ppb,0.9175
ND,Tintah,58030.0,Tintah,68,Nitrate,0.165,0.14,10,ppm,1.1785714285714286
ND,Wheaton,58030.0,Wheaton,1424,Bromodichloromethane,9.95,0.06,0,ppb,165.83333333333331
ND,Wheaton,58030.0,Wheaton,1424,Chloroform,18.6,0.4,0,ppb,46.5
ND,Wheaton,58030.0,Wheaton,1424,Chromium (hexavalent),0.201,0.02,0,ppb,10.05
ND,Wheaton,58030.0,Wheaton,1424,Dibromoacetic acid,0.41,0.04,0,ppb,10.25
ND,Wheaton,58030.0,Wheaton,1424,Dibromochloromethane,5.16,0.1,0,ppb,51.6
ND,Wheaton,58030.0,Wheaton,1424,Dichloroacetic acid,8.02,0.2,0,ppb,40.099999999999994
ND,Wheaton,58030.0,Wheaton,1424,Haloacetic acids (HAA5)†,17.6,0.1,60,ppb,176.0
ND,Wheaton,58030.0,Wheaton,1424,Haloacetic acids (HAA9)†,26.5,0.06,0,ppb,441.6666666666667
ND,Wheaton,58030.0,Wheaton,1424,Total trihalomethanes (TTHMs)†,33.7,0.15,80,ppb,224.66666666666669
ND,Wheaton,58030.0,Wheaton,1424,Trichloroacetic acid,7.86,0.1,0,ppb,78.6
ND,Wheaton,58030.0,Wheaton,1424,Molybdenum,0.963,40.0,0,ppb,0.024075
ND,Wheaton,58030.0,Wheaton,1424,Monobromoacetic acid,0.887,25.0,0,ppb,0.03548
ND,Wheaton,58030.0,Wheaton,1424,Monochloroacetic acid,0.418,53.0,0,ppb,0.007886792452830188
ND,Wheaton,58030.0,Wheaton,1424,Strontium,0.115,1500.0,0,ppb,7.666666666666667e-05
ND,Wheaton,58030.0,Wheaton,1424,Vanadium,0.313,21.0,0,ppb,0.014904761904761905
ND,Berlin,58033.0,Berlin City of,34,Arsenic*,1.85,0.004,10,ppb,462.5
ND,Berlin,58033.0,Berlin City of,34,Bromodichloromethane,7.78,0.06,0,ppb,129.66666666666669
ND,Berlin,58033.0,Berlin City of,34,Bromoform,8.07,0.5,0,ppb,16.14
ND,Berlin,58033.0,Berlin City of,34,Chloroform,3.97,0.4,0,ppb,9.925
ND,Berlin,58033.0,Berlin City of,34,Dibromoacetic acid,6.65,0.04,0,ppb,166.25
ND,Berlin,58033.0,Berlin City of,34,Dibromochloromethane,14.2,0.1,0,ppb,141.99999999999997
ND,Berlin,58033.0,Berlin City of,34,Dichloroacetic acid,2.18,0.2,0,ppb,10.9
ND,Berlin,58033.0,Berlin City of,34,Haloacetic acids (HAA5)†,9.96,0.1,60,ppb,99.60000000000001
ND,Berlin,58033.0,Berlin City of,34,Nitrate and nitrite*,0.353,0.14,10,ppm,2.521428571428571
ND,Berlin,58033.0,Berlin City of,34,Radium combined (-226 &amp; -228)*,0.4,0.05,5,pCi/L,8.0
ND,Berlin,58033.0,Berlin City of,34,Total trihalomethanes (TTHMs)†,34.0,0.15,80,ppb,226.66666666666669
ND,Berlin,58033.0,Berlin City of,34,Trichloroacetic acid,0.927,0.1,0,ppb,9.27
ND,Berlin,58033.0,Berlin City of,34,Barium*,46.1,700.0,2000,ppb,0.06585714285714286
ND,Berlin,58033.0,Berlin City of,34,Monobromoacetic acid,0.198,25.0,0,ppb,0.00792
ND,Berlin,58033.0,Berlin City of,34,Monochloroacetic acid*,0.583,53.0,0,ppb,0.011
ND,Berlin,58033.0,Berlin City of,34,Selenium*,2.52,30.0,50,ppb,0.084
ND,Berlin,58033.0,Berlin City of,34,Uranium*,0.7,0.43,20,pCi/L,1.627906976744186
ND,Edgeley,58033.0,Edgeley City of,563,Arsenic*,1.85,0.004,10,ppb,462.5
ND,Edgeley,58033.0,Edgeley City of,563,Bromodichloromethane,13.2,0.06,0,ppb,220.0
ND,Edgeley,58033.0,Edgeley City of,563,Bromoform,14.3,0.5,0,ppb,28.6
ND,Edgeley,58033.0,Edgeley City of,563,Chloroform,7.07,0.4,0,ppb,17.675
ND,Edgeley,58033.0,Edgeley City of,563,Dibromoacetic acid,7.71,0.04,0,ppb,192.75
ND,Edgeley,58033.0,Edgeley City of,563,Dibromochloromethane,23.5,0.1,0,ppb,235.0
ND,Edgeley,58033.0,Edgeley City of,563,Dichloroacetic acid,2.51,0.2,0,ppb,12.549999999999999
ND,Edgeley,58033.0,Edgeley City of,563,Haloacetic acids (HAA5)†,13.1,0.1,60,ppb,131.0
ND,Edgeley,58033.0,Edgeley City of,563,Nitrate and nitrite*,0.353,0.14,10,ppm,2.521428571428571
ND,Edgeley,58033.0,Edgeley City of,563,Radium combined (-226 &amp; -228)*,0.4,0.05,5,pCi/L,8.0
ND,Edgeley,58033.0,Edgeley City of,563,Total trihalomethanes (TTHMs)†,58.1,0.15,80,ppb,387.33333333333337
ND,Edgeley,58033.0,Edgeley City of,563,Trichloroacetic acid,1.36,0.1,0,ppb,13.6
ND,Edgeley,58033.0,Edgeley City of,563,Barium*,46.1,700.0,2000,ppb,0.06585714285714286
ND,Edgeley,58033.0,Edgeley City of,563,Monobromoacetic acid,1.55,25.0,0,ppb,0.062
ND,Edgeley,58033.0,Edgeley City of,563,Monochloroacetic acid*,0.583,53.0,0,ppb,0.011
ND,Edgeley,58033.0,Edgeley City of,563,Selenium*,2.52,30.0,50,ppb,0.084
ND,Edgeley,58033.0,Edgeley City of,563,Uranium*,0.7,0.43,20,pCi/L,1.627906976744186
ND,Enderlin,58033.0,Enderlin City of,886,Arsenic,1.14,0.004,10,ppb,284.99999999999994
ND,Enderlin,58033.0,Enderlin City of,886,Bromodichloromethane,5.53,0.06,0,ppb,92.16666666666667
ND,Enderlin,58033.0,Enderlin City of,886,Bromoform,12.6,0.5,0,ppb,25.2
ND,Enderlin,58033.0,Enderlin City of,886,Chloroform,1.66,0.4,0,ppb,4.1499999999999995
ND,Enderlin,58033.0,Enderlin City of,886,Dibromoacetic acid,5.03,0.04,0,ppb,125.75
ND,Enderlin,58033.0,Enderlin City of,886,Dibromochloromethane,13.1,0.1,0,ppb,131.0
ND,Enderlin,58033.0,Enderlin City of,886,Haloacetic acids (HAA5)†,5.36,0.1,60,ppb,53.6
ND,Enderlin,58033.0,Enderlin City of,886,Radium combined (-226 &amp; -228),0.42,0.05,5,pCi/L,8.399999999999999
ND,Enderlin,58033.0,Enderlin City of,886,Total trihalomethanes (TTHMs)†,32.9,0.15,80,ppb,219.33333333333334
ND,Enderlin,58033.0,Enderlin City of,886,Barium,3.71,700.0,2000,ppb,0.0053
ND,Enderlin,58033.0,Enderlin City of,886,Dichloroacetic acid,0.324,0.2,0,ppb,1.6199999999999999
ND,Enderlin,58033.0,Enderlin City of,886,Nitrate and nitrite,0.175,0.14,10,ppm,1.2499999999999998
ND,Enderlin,58033.0,Enderlin City of,886,Selenium,2.63,30.0,50,ppb,0.08766666666666666
ND,Lamoure,58033.0,Fairview Colony,100,Manganese,1890.0,100.0,0,ppb,18.9
ND,Lamoure,58033.0,Fairview Colony,100,Radium combined (-226 &amp; -228),0.39,0.05,5,pCi/L,7.8
ND,Lamoure,58033.0,Fairview Colony,100,Uranium,8.24,0.43,20,pCi/L,19.16279069767442
ND,Lamoure,58033.0,Fairview Colony,100,Nitrate and nitrite,0.115,0.14,10,ppm,0.8214285714285714
ND,Lamoure,58033.0,Fairview Colony,100,Selenium,1.57,30.0,50,ppb,0.052333333333333336
ND,Jud,58033.0,Jud City of,72,Arsenic*,1.85,0.004,10,ppb,462.5
ND,Jud,58033.0,Jud City of,72,Bromodichloromethane,11.8,0.06,0,ppb,196.66666666666669
ND,Jud,58033.0,Jud City of,72,Bromoform,13.7,0.5,0,ppb,27.4
ND,Jud,58033.0,Jud City of,72,Chloroform,3.64,0.4,0,ppb,9.1
ND,Jud,58033.0,Jud City of,72,Dibromoacetic acid,6.54,0.04,0,ppb,163.5
ND,Jud,58033.0,Jud City of,72,Dibromochloromethane,23.1,0.1,0,ppb,231.0
ND,Jud,58033.0,Jud City of,72,Dichloroacetic acid,1.56,0.2,0,ppb,7.8
ND,Jud,58033.0,Jud City of,72,Haloacetic acids (HAA5)†,9.85,0.1,60,ppb,98.49999999999999
ND,Jud,58033.0,Jud City of,72,Nitrate and nitrite*,0.353,0.14,10,ppm,2.521428571428571
ND,Jud,58033.0,Jud City of,72,Radium combined (-226 &amp; -228)*,0.4,0.05,5,pCi/L,8.0
ND,Jud,58033.0,Jud City of,72,Total trihalomethanes (TTHMs)†,52.2,0.15,80,ppb,348.00000000000006
ND,Jud,58033.0,Jud City of,72,Trichloroacetic acid,0.855,0.1,0,ppb,8.549999999999999
ND,Jud,58033.0,Jud City of,72,Barium*,46.1,700.0,2000,ppb,0.06585714285714286
ND,Jud,58033.0,Jud City of,72,Monobromoacetic acid,0.547,25.0,0,ppb,0.02188
ND,Jud,58033.0,Jud City of,72,Monochloroacetic acid,0.36,53.0,0,ppb,0.006792452830188679
ND,Jud,58033.0,Jud City of,72,Selenium*,2.52,30.0,50,ppb,0.084
ND,Jud,58033.0,Jud City of,72,Uranium*,0.7,0.43,20,pCi/L,1.627906976744186
ND,Kulm,58033.0,Kulm City of,354,Arsenic*,1.85,0.004,10,ppb,462.5
ND,Kulm,58033.0,Kulm City of,354,Bromodichloromethane,9.56,0.06,0,ppb,159.33333333333334
ND,Kulm,58033.0,Kulm City of,354,Bromoform,13.3,0.5,0,ppb,26.6
ND,Kulm,58033.0,Kulm City of,354,Chloroform,3.06,0.4,0,ppb,7.6499999999999995
ND,Kulm,58033.0,Kulm City of,354,Dibromoacetic acid,8.26,0.04,0,ppb,206.5
ND,Kulm,58033.0,Kulm City of,354,Dibromochloromethane,20.2,0.1,0,ppb,201.99999999999997
ND,Kulm,58033.0,Kulm City of,354,Dichloroacetic acid,1.8,0.2,0,ppb,9.0
ND,Kulm,58033.0,Kulm City of,354,Haloacetic acids (HAA5)†,13.8,0.1,60,ppb,138.0
ND,Kulm,58033.0,Kulm City of,354,Nitrate and nitrite*,0.353,0.14,10,ppm,2.521428571428571
ND,Kulm,58033.0,Kulm City of,354,Radium combined (-226 &amp; -228)*,0.4,0.05,5,pCi/L,8.0
ND,Kulm,58033.0,Kulm City of,354,Total trihalomethanes (TTHMs)†,46.1,0.15,80,ppb,307.33333333333337
ND,Kulm,58033.0,Kulm City of,354,Trichloroacetic acid,0.958,0.1,0,ppb,9.579999999999998
ND,Kulm,58033.0,Kulm City of,354,Barium*,46.1,700.0,2000,ppb,0.06585714285714286
ND,Kulm,58033.0,Kulm City of,354,Monobromoacetic acid,2.82,25.0,0,ppb,0.1128
ND,Kulm,58033.0,Kulm City of,354,Monochloroacetic acid*,0.583,53.0,0,ppb,0.011
ND,Kulm,58033.0,Kulm City of,354,Selenium*,2.52,30.0,50,ppb,0.084
ND,Kulm,58033.0,Kulm City of,354,Uranium*,0.7,0.43,20,pCi/L,1.627906976744186
ND,Lamoure,58033.0,Lamoure City of,889,Bromodichloromethane,0.576,0.06,0,ppb,9.6
ND,Lamoure,58033.0,Lamoure City of,889,Chloroform,1.01,0.4,0,ppb,2.525
ND,Lamoure,58033.0,Lamoure City of,889,Dibromoacetic acid,0.191,0.04,0,ppb,4.775
ND,Lamoure,58033.0,Lamoure City of,889,Dibromochloromethane,0.316,0.1,0,ppb,3.1599999999999997
ND,Lamoure,58033.0,Lamoure City of,889,Dichloroacetic acid,1.43,0.2,0,ppb,7.1499999999999995
ND,Lamoure,58033.0,Lamoure City of,889,Haloacetic acids (HAA5)†,1.62,0.1,60,ppb,16.2
ND,Lamoure,58033.0,Lamoure City of,889,Haloacetic acids (HAA9)*†,1.07,0.06,0,ppb,17.833333333333336
ND,Lamoure,58033.0,Lamoure City of,889,Total trihalomethanes (TTHMs)†,1.9,0.15,80,ppb,12.666666666666666
ND,Lamoure,58033.0,Lamoure City of,889,Manganese*,7.85,100.0,0,ppb,0.0785
ND,Lamoure,58033.0,Lamoure City of,889,Monochloroacetic acid*,0.329,53.0,0,ppb,0.006207547169811321
ND,Lisbon,58033.0,Lisbon City of,2154,Arsenic,3.63,0.004,10,ppb,907.5
ND,Lisbon,58033.0,Lisbon City of,2154,Bromodichloromethane,1.1,0.06,0,ppb,18.333333333333336
ND,Lisbon,58033.0,Lisbon City of,2154,Chloroform,1.66,0.4,0,ppb,4.1499999999999995
ND,Lisbon,58033.0,Lisbon City of,2154,Dibromoacetic acid,0.367,0.04,0,ppb,9.174999999999999
ND,Lisbon,58033.0,Lisbon City of,2154,Dibromochloromethane,0.579,0.1,0,ppb,5.789999999999999
ND,Lisbon,58033.0,Lisbon City of,2154,Dichloroacetic acid,1.05,0.2,0,ppb,5.25
ND,Lisbon,58033.0,Lisbon City of,2154,Haloacetic acids (HAA5)†,1.42,0.1,60,ppb,14.2
ND,Lisbon,58033.0,Lisbon City of,2154,Radium combined (-226 &amp; -228),0.71,0.05,5,pCi/L,14.2
ND,Lisbon,58033.0,Lisbon City of,2154,Total trihalomethanes (TTHMs)†,3.43,0.15,80,ppb,22.866666666666667
ND,Lisbon,58033.0,Lisbon City of,2154,Barium,31.2,700.0,2000,ppb,0.04457142857142857
ND,Lisbon,58033.0,Lisbon City of,2154,Bromoform,0.09,0.5,0,ppb,0.18
ND,Lisbon,58033.0,Lisbon City of,2154,Nitrate and nitrite,0.19,0.14,10,ppm,1.357142857142857
ND,Sheldon,58033.0,Sheldon City of,116,Arsenic*,1.14,0.004,10,ppb,284.99999999999994
ND,Sheldon,58033.0,Sheldon City of,116,Bromodichloromethane,7.22,0.06,0,ppb,120.33333333333333
ND,Sheldon,58033.0,Sheldon City of,116,Bromoform,18.3,0.5,0,ppb,36.6
ND,Sheldon,58033.0,Sheldon City of,116,Chloroform,1.91,0.4,0,ppb,4.7749999999999995
ND,Sheldon,58033.0,Sheldon City of,116,Dibromoacetic acid,5.9,0.04,0,ppb,147.5
ND,Sheldon,58033.0,Sheldon City of,116,Dibromochloromethane,18.0,0.1,0,ppb,180.0
ND,Sheldon,58033.0,Sheldon City of,116,Dichloroacetic acid,0.668,0.2,0,ppb,3.34
ND,Sheldon,58033.0,Sheldon City of,116,Haloacetic acids (HAA5)†,7.21,0.1,60,ppb,72.1
ND,Sheldon,58033.0,Sheldon City of,116,Radium combined (-226 &amp; -228)*,0.42,0.05,5,pCi/L,8.399999999999999
ND,Sheldon,58033.0,Sheldon City of,116,Total trihalomethanes (TTHMs)†,45.4,0.15,80,ppb,302.6666666666667
ND,Sheldon,58033.0,Sheldon City of,116,Barium*,3.71,700.0,2000,ppb,0.0053
ND,Sheldon,58033.0,Sheldon City of,116,Monobromoacetic acid,0.645,25.0,0,ppb,0.0258
ND,Sheldon,58033.0,Sheldon City of,116,Nitrate and nitrite*,0.175,0.14,10,ppm,1.2499999999999998
ND,Sheldon,58033.0,Sheldon City of,116,Selenium*,2.63,30.0,50,ppb,0.08766666666666666
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Arsenic*,3.63,0.004,10,ppb,907.5
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromodichloromethane,0.661,0.06,0,ppb,11.016666666666667
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Chloroform,1.13,0.4,0,ppb,2.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromoacetic acid,0.153,0.04,0,ppb,3.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dichloroacetic acid,1.9,0.2,0,ppb,9.499999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA5)†,2.38,0.1,60,ppb,23.799999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA9)†,1.07,0.06,0,ppb,17.833333333333336
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Radium combined (-226 &amp; -228)*,0.71,0.05,5,pCi/L,14.2
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Total trihalomethanes (TTHMs)†,1.94,0.15,80,ppb,12.933333333333334
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Barium*,31.2,700.0,2000,ppb,0.04457142857142857
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromoform*,0.09,0.5,0,ppb,0.18
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromochloromethane,0.157,0.1,0,ppb,1.5699999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Manganese,7.85,100.0,0,ppb,0.0785
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Monochloroacetic acid,0.329,53.0,0,ppb,0.006207547169811321
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Nitrate and nitrite*,0.19,0.14,10,ppm,1.357142857142857
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Arsenic*,3.63,0.004,10,ppb,907.5
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromodichloromethane,0.661,0.06,0,ppb,11.016666666666667
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Chloroform,1.13,0.4,0,ppb,2.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromoacetic acid,0.153,0.04,0,ppb,3.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dichloroacetic acid,1.9,0.2,0,ppb,9.499999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA5)†,2.38,0.1,60,ppb,23.799999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA9)†,1.07,0.06,0,ppb,17.833333333333336
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Radium combined (-226 &amp; -228)*,0.71,0.05,5,pCi/L,14.2
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Total trihalomethanes (TTHMs)†,1.94,0.15,80,ppb,12.933333333333334
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Barium*,31.2,700.0,2000,ppb,0.04457142857142857
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromoform*,0.09,0.5,0,ppb,0.18
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromochloromethane,0.157,0.1,0,ppb,1.5699999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Manganese,7.85,100.0,0,ppb,0.0785
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Monochloroacetic acid,0.329,53.0,0,ppb,0.006207547169811321
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Nitrate and nitrite*,0.19,0.14,10,ppm,1.357142857142857
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Arsenic*,3.63,0.004,10,ppb,907.5
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromodichloromethane,0.661,0.06,0,ppb,11.016666666666667
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Chloroform,1.13,0.4,0,ppb,2.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromoacetic acid,0.153,0.04,0,ppb,3.8249999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dichloroacetic acid,1.9,0.2,0,ppb,9.499999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA5)†,2.38,0.1,60,ppb,23.799999999999997
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Haloacetic acids (HAA9)†,1.07,0.06,0,ppb,17.833333333333336
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Radium combined (-226 &amp; -228)*,0.71,0.05,5,pCi/L,14.2
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Total trihalomethanes (TTHMs)†,1.94,0.15,80,ppb,12.933333333333334
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Barium*,31.2,700.0,2000,ppb,0.04457142857142857
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Bromoform*,0.09,0.5,0,ppb,0.18
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Dibromochloromethane,0.157,0.1,0,ppb,1.5699999999999998
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Manganese,7.85,100.0,0,ppb,0.0785
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Monochloroacetic acid,0.329,53.0,0,ppb,0.006207547169811321
ND,Lisbon,58033.0,Southeast Wud (central-lisbon),1675,Nitrate and nitrite*,0.19,0.14,10,ppm,1.357142857142857
ND,Verona,58033.0,Verona City of,85,Bromodichloromethane,1.09,0.06,0,ppb,18.166666666666668
ND,Verona,58033.0,Verona City of,85,Chloroform,1.28,0.4,0,ppb,3.1999999999999997
ND,Verona,58033.0,Verona City of,85,Dibromoacetic acid,1.11,0.04,0,ppb,27.750000000000004
ND,Verona,58033.0,Verona City of,85,Dibromochloromethane*,0.414,0.1,0,ppb,4.14
ND,Verona,58033.0,Verona City of,85,Dichloroacetic acid,0.7,0.2,0,ppb,3.4999999999999996
ND,Verona,58033.0,Verona City of,85,Haloacetic acids (HAA5)†,1.81,0.1,60,ppb,18.099999999999998
ND,Verona,58033.0,Verona City of,85,Total trihalomethanes (TTHMs)†,2.37,0.15,80,ppb,15.8
ND,Verona,58033.0,Verona City of,85,Barium*,17.9,700.0,2000,ppb,0.025571428571428568
ND,Verona,58033.0,Verona City of,85,Manganese*,32.0,100.0,0,ppb,0.32
ND,Verona,58033.0,Verona City of,85,Monochloroacetic acid*,0.293,53.0,0,ppb,0.005528301886792452
ND,Verona,58033.0,Verona City of,85,Nitrate and nitrite*,0.0417,0.14,10,ppm,0.2978571428571428
ND,Verona,58033.0,Verona City of,85,Selenium*,1.68,30.0,50,ppb,0.056
ND,Verona,58033.0,Verona City of,85,Trichloroacetic acid*,0.196,0.1,0,ppb,1.96
ND,Edgeley,58033.0,Willowbank Colony,95,Radium combined (-226 &amp; -228),3.61,0.05,5,pCi/L,72.19999999999999
ND,Edgeley,58033.0,Willowbank Colony,95,Aluminum,69.0,600.0,0,ppb,0.115
ND,Edgeley,58033.0,Willowbank Colony,95,Barium,3.53,700.0,2000,ppb,0.005042857142857142
ND,Edgeley,58033.0,Willowbank Colony,95,Manganese,124.0,100.0,0,ppb,1.24
ND,Edgeley,58033.0,Willowbank Colony,95,Selenium,1.8,30.0,50,ppb,0.060000000000000005
ND,Edgeley,58033.0,Willowbank Colony,95,Uranium,0.21,0.43,20,pCi/L,0.4883720930232558
ND,Ellendale,58040.0,Ellendale City of,1394,Arsenic*,1.85,0.004,10,ppb,462.5
ND,Ellendale,58040.0,Ellendale City of,1394,Bromodichloromethane,10.3,0.06,0,ppb,171.66666666666669
ND,Ellendale,58040.0,Ellendale City of,1394,Bromoform,11.9,0.5,0,ppb,23.8
ND,Ellendale,58040.0,Ellendale City of,1394,Chloroform,3.67,0.4,0,ppb,9.174999999999999
ND,Ellendale,58040.0,Ellendale City of,1394,Dibromoacetic acid,6.8,0.04,0,ppb,170.0
ND,Ellendale,58040.0,Ellendale City of,1394,Dibromochloromethane,20.1,0.1,0,ppb,201.0
ND,Ellendale,58040.0,Ellendale City of,1394,Dichloroacetic acid,1.79,0.2,0,ppb,8.95
ND,Ellendale,58040.0,Ellendale City of,1394,Haloacetic acids (HAA5)†,12.6,0.1,60,ppb,125.99999999999999
ND,Ellendale,58040.0,Ellendale City of,1394,Nitrate and nitrite*,0.353,0.14,10,ppm,2.521428571428571
ND,Ellendale,58040.0,Ellendale City of,1394,Radium combined (-226 &amp; -228)*,0.4,0.05,5,pCi/L,8.0
ND,Ellendale,58040.0,Ellendale City of,1394,Total trihalomethanes (TTHMs)†,45.9,0.15,80,ppb,306.0
ND,Ellendale,58040.0,Ellendale City of,1394,Trichloroacetic acid,1.02,0.1,0,ppb,10.2
ND,Ellendale,58040.0,Ellendale City of,1394,Barium*,46.1,700.0,2000,ppb,0.06585714285714286
ND,Ellendale,58040.0,Ellendale City of,1394,Monobromoacetic acid,2.66,25.0,0,ppb,0.10640000000000001
ND,Ellendale,58040.0,Ellendale City of,1394,Monochloroacetic acid,0.302,53.0,0,ppb,0.00569811320754717
ND,Ellendale,58040.0,Ellendale City of,1394,Selenium*,2.52,30.0,50,ppb,0.084
